simplified_sentence,head_entity,tail_entity,relation
Data produced by technician,data,technician,produced_by
Brothers created glagolithic alphabet,brothers,alphabet,produced_by
Spec by tyro scribe,spec,scribe,produced_by
Walls built by sultan,walls,sultan,produced_by
Program written by bio-scientist,program,bio-scientist,produced_by
Output of human body,output,body,produced_by
Release from the gallery,release,gallery,produced_by
Attacker developed harm idea,attacker,idea,produced_by
Artists created leather piece,artists,piece,produced_by
Daughter made offensive comments,daughter,comments,produced_by
Map maker drawn inspiration,map,maker,produced_by
Church created by state,church,state,produced_by
Godmother turned rat footmen,godmother,footmen,produced_by
People produced maple sugar,people,sugar,produced_by
Turbine manufacturing plant closure,turbine,plant,produced_by
Comment made by critic,comment,critic,produced_by
Prescriber makes out prescription,prescriber,prescription,produced_by
Batteries developed by team,batteries,team,produced_by
Researcher paper autism myth,researcher,paper,produced_by
Panel report published today,panel,report,produced_by
Panel makes a recommendation,panel,recommendation,produced_by
Reporters constructed infrastructure explanations,reporters,explanations,produced_by
Film directed by director,film,director,produced_by
Landscape selected company steps,landscape,company,produced_by
Company carved out benches,company,benches,produced_by
Speaker opens poem question,speaker,question,produced_by
Designer hotel armani designed,designer,hotel,produced_by
Army built wall long,army,wall,produced_by
Inventor of basic principle,inventor,principle,produced_by
Factory produced military rifles,factory,rifles,produced_by
Daughter sewed shirttail sack,daughter,sack,produced_by
Beer produced by monasteries,beer,monasteries,produced_by
Plan by a designer,plan,designer,produced_by
Scientists wrote support letter,scientists,letter,produced_by
Wren builds many nests,wren,nests,produced_by
Engineers manually manufacture parts,engineers,parts,produced_by
Banker hotel sudder street,banker,hotel,produced_by
Draft by scientist-authors approved,draft,scientist-authors,produced_by
People pottery picasso miro,people,pottery,produced_by
Textile factory mill making,textile,mill,produced_by
Compiler generates wrong code,compiler,code,produced_by
Book author expanded points,book,author,produced_by
Group established attack bases,group,bases,produced_by
Design by blazer brothers,design,brothers,produced_by
Manufacturer response viral flaw,manufacturer,response,produced_by
Novel by experienced observer,novel,observer,produced_by
Official description inner chamber,official,description,produced_by
Company converts plastic oil,company,oil,produced_by
Character created by comedian,character,comedian,produced_by
Shadows produced by sun,shadows,sun,produced_by
Settlers dug sevier ditch,settlers,ditch,produced_by
Laboratory made magnets anchors,laboratory,magnets,produced_by
Boy made the threat,boy,threat,produced_by
Painter marks represent story,painter,marks,produced_by
Manufacturer pledge leaders accept,manufacturer,pledge,produced_by
Mites construct skin burrows,mites,burrows,produced_by
Prisoners created tunnel trapdoors,prisoners,trapdoors,produced_by
Home group constructed county,home,group,produced_by
Artist cartoon prophet muhammad,artist,cartoon,produced_by
Panels designed loved ones,panels,loved ones,produced_by
Chimps make stem rods,chimps,rods,produced_by
Demonstrators figure people held,demonstrators,figure,produced_by
Factory cars sold brand,factory,cars,produced_by
Wrestlers formed shield wedge,wrestlers,wedge,produced_by
Speech narrator informing monster,speech,narrator,produced_by
Star documentary succeed success,star,documentary,produced_by
Questionnaire coordinators University designed,questionnaire,coordinators,produced_by
Instructor makes chalkboard presentation,instructor,presentation,produced_by
Galls caused by larvae,galls,larvae,produced_by
Factory class manufactures objects,factory class,objects,produced_by
Song composer interjected elements,song,composer,produced_by
Photograph by utata member,photograph,member,produced_by
Workgangs built union track,workgangs,track,produced_by
Music industry unleashes crap,music industry,crap,produced_by
Fiancee message threatening divorce,fiancee,message,produced_by
Discoverer writes name citation,discoverer,citation,produced_by
Coat artist imagination conjured,coat,artist,produced_by
Oracle brought forth answers,oracle,answers,produced_by
Fish eggs spawning pond,fish,eggs,produced_by
Monitor provides quarterly report,monitor,report,produced_by
Soldiers put up wall,soldiers,wall,produced_by
Design office boss draughtsman,design,office,produced_by
Wine produced by vintners,wine,vintners,produced_by
Software uses comment marks,software,marks,produced_by
Company made black collection,company,collection,produced_by
Advertisement provider server not,advertisement,provider,produced_by
Courts created algorithm test,courts,test,produced_by
Defendant made statement injuries,defendant,statement,produced_by
Media reports doom individual,media,reports,produced_by
Plants bore grain weeds,plants,grain,produced_by
Communities builder built visited,communities,builder,produced_by
Scientist papers citations set,scientist,papers,produced_by
Cigarettes production by producer,cigarettes,producer,produced_by
Court instalment order instalment,court,order,produced_by
Jumper daughter antoinette sewn,jumper,daughter,produced_by
Vibrator developed by physician,vibrator,physician,produced_by
Craftsman building sailing hat,craftsman,hat,produced_by
Company made mug vienna,company,mug,produced_by
Request company private law,request,company,produced_by
Works quilters gee bend,works,quilters,produced_by
Person makes technial will,person,will,produced_by
Mason plazas shopping work,mason,plazas,produced_by
Company decision license software,company,decision,produced_by
Maker apps suit customer,maker,apps,produced_by
Buildings villains constructed apartment,buildings,villains,produced_by
Wool industry tregaron development,wool,industry,produced_by
Legs made by company,legs,company,produced_by
Sketches was produced by composer,sketches,composer,produced_by
Book claims nature beautiful,claims,nature,talks_about
Letter informing about study,letter,study,talks_about
Movie depicts life hours,movie,hours,talks_about
Book criticizing Chomsky writings,book,writings,talks_about
File contains settings description,file,settings,talks_about
Adventures form films subject,adventures,films,talks_about
Comments regarding program adherence,comments,adherence,talks_about
Sections dealing with markets,sections,markets,talks_about
Paper present experimental results,paper,results,talks_about
Speech devoted to affairs,speech,affairs,talks_about
Book theme idea development,book,development,talks_about
Glamour subject of exhibition,glamour,exhibition,talks_about
List highlighted music talent,list,talent,talks_about
Poster advertises 1898 exhibition,poster,exhibition,talks_about
Magazine informs about science,magazine,science,talks_about
Results of usage investigations,results,investigations,talks_about
Article gives music details,article,music,talks_about
Question concerns shocks extent,question,extent,talks_about
Talk was need evolve,talk,need,talks_about
Summary of important aspects,summary,aspects,talks_about
Television series charts fortunes,television series,fortunes,talks_about
Newsletter inform about work,newsletter,work,talks_about
Messages outline blossoming romance,messages,romance,talks_about
Film portrays four girls,film,girls,talks_about
Manuscripts concerned psychological aspects,manuscripts,aspects,talks_about
Disparity became dissertation topic,disparity,dissertation,talks_about
Government ran into criticism,government,criticism,talks_about
Legend about village moving,legend,village,talks_about
Chapter giving algorithms introduction,chapter,algorithms,talks_about
Newsletter informs about exhibitions,newsletter,exhibitions,talks_about
Report present abscess case,report,case,talks_about
Scenes subject of paintings,scenes,paintings,talks_about
Health data developed animal,health,data,talks_about
Special dedicated explaining term,special,term,talks_about
Study report compares genetic structure,study report,genetic structure,talks_about
Volume interested in religious,volume,religious,talks_about
Flyers supply company information,flyers,company information,talks_about
Papers chemistry mathematics published,papers,chemistry,talks_about
Regulations govern available refunds,regulations,refunds,talks_about
Request made phone call,request,phone call,talks_about
Allegations made about behaviour,allegations,behaviour,talks_about
Report investigates migration context,report,migration,talks_about
Treatises assert medical obligation,treatises,obligation,talks_about
Documents define training policies,documents,policies,talks_about
Diagram illustrated apparatus principle,diagram,principle,talks_about
Debate about relative value,debate,value,talks_about
Songs are about sex,songs,sex,talks_about
Book relates epic battles,book,battles,talks_about
Plans take into needs,plans,needs,talks_about
Programmes explored favourite games,programmes,games,talks_about
Invoice indicating products quantities,invoice,products,talks_about
Plot centers on goldfish,plot,goldfish,talks_about
Convention says children rights,convention,rights,talks_about
Films about man rambo,films,man,talks_about
Questions answer interview salary,questions,salary,talks_about
Film features contemporary philosophers,film,philosophers,talks_about
Data structure introduced chapter,data structure,chapter,talks_about
Presentation status claims-makers aspect,presentation,status,talks_about
Course focus therapy theory,course,theory,talks_about
Charts specific musical genre,charts,musical genre,talks_about
Subject become discussion topic,subject,discussion,talks_about
Cover analysed in article,cover,article,talks_about
Theory supplies the answer,theory,answer,talks_about
Letter described symptoms,letter,symptoms,talks_about
Thesis supplied background information,thesis,background information,talks_about
Negotiations on apprentice training,negotiations,apprentice training,talks_about
Book has euthanasia backdrop,book,euthanasia,talks_about
Book character woman Messua,book,character,talks_about
Drama centered around girl,drama,girl,talks_about
Article food part cny,article,food,talks_about
Needs investigated web survey,needs,survey,talks_about
Clause tells of pension,clause,pension,talks_about
Guide offers documentary resources,guide,resources,talks_about
Configurations illustrated in drawings,configurations,drawings,talks_about
Report on implementation application,report,application,talks_about
Notes survey law state,notes,state,talks_about
Allegations of prisoner suffocation,allegations,prisoner suffocation,talks_about
Speech criticising country north,speech,north,talks_about
Information found in sentence,information,sentence,talks_about
Conversation centers around privacy,conversation,privacy,talks_about
Topic provokes arguments practice,arguments,practice,talks_about
Projects having social justice,projects,social justice,talks_about
Conclusion highlights environmental importance,conclusion,importance,talks_about
Serial charted ruling dynasty,serial,dynasty,talks_about
Clip describing bakery investment,clip,investment,talks_about
Works investigate humanity relationship,works,relationship,talks_about
Evening painted letter editor,evening,letter,talks_about
Argumentation relating with speed,argumentation,speed,talks_about
Novels contain common themes,novels,themes,talks_about
Table indicates elected party,table,party,talks_about
Book discusses natural history,book,history,talks_about
Negotiations concerning fourth protocol,negotiations,protocol,talks_about
Study insight flowering plants,study,flowering plants,talks_about
Comments regard this decision,comments,decision,talks_about
Local legend about mausoleum,local legend,mausoleum,talks_about
Laws defining specifying crimes,laws,crimes,talks_about
Study considered dairy farms,study,farms,talks_about
Critics examined novel themes,themes,novel,talks_about
Document investigating gender violence,document,violence,talks_about
Introduction supplies historical background,introduction,background,talks_about
Measures published disciplinary procedures,measures,procedures,talks_about
Story depicting human ugliness,story,ugliness,talks_about
Draft makes distinction records,draft,distinction,talks_about
Chapter devoted entirely architecture,chapter,architecture,talks_about
Conference discussing guidance motion,motion,conference,talks_about
Portrait appears in paintings,portrait,paintings,talks_about
Technique explained previous issue,technique,issue,talks_about
Convention covered kidnapping murder,convention,kidnapping,talks_about
Early years discussion topic,early years,discussion,talks_about
Manuscript describes effective features,manuscript,features,talks_about
Grandmother applied pain poultice,grandmother,poultice,used_by
Surgeon manipulates operation robot,surgeon,robot,used_by
Microwave oven great invention,microwave,oven,used_by
Companies used by governments,companies,governments,used_by
Group took restaurant taxi,group,taxi,used_by
Apparatus using plurality panels,apparatus,panels,used_by
Net enables fisherman catch,net,fisherman,used_by
Engineer machining required scale,engineer,scale,used_by
Department applied bias adjustment,department,adjustment,used_by
Dentist forcibly pull drill,dentist,drill,used_by
Photographer took pictures filter,photographer,filter,used_by
Programmer uses level language,programmer,language,used_by
Workers utilized assistance crane,workers,crane,used_by
Man uses microphone speech,man,microphone,used_by
Man took eighteenth elevator,man,elevator,used_by
Electrician tool belt fits,electrician,belt,used_by
Professional uses test lamp,professional,lamp,used_by
Farmers began use plow,farmers,plow,used_by
Students cultivate trees donations,students,donations,used_by
Burglar used jimmy burglarizing,jimmy,burglar,used_by
Drivers wheel clicking grinding,drivers,wheel,used_by
Powers threaten iran sanctions,powers,sanctions,used_by
Representative accessed vault key,representative,key,used_by
Typewriter permits typist see,typewriter,typist,used_by
Car battery powered laptop computer,car battery,laptop computer,used_by
Tailor left scissors wall,tailor,scissors,used_by
General reached city train,general,train,used_by
Notebook for space astronomers,notebook,astronomers,used_by
Goddess blindfolded with sword,goddess,sword,used_by
Boy fighting peacock stick,boy,stick,used_by
Terminal for geek programmer,terminal,programmer,used_by
Boys sawed wood machine,boys,machine,used_by
Researchers formed coating process,researchers,process,used_by
Instrument players side bow,instrument,players,used_by
Device joins fabric thread,device,thread,used_by
Outfielder finger glove angle,outfielder,glove,used_by
Virtuoso finds harmony instrument,virtuoso,instrument,used_by
Driver stops torque brakes,driver,torque,used_by
Workmen applied pipes blowlamp,workmen,blowlamp,used_by
Historians use artifacts evidence,historians,evidence,used_by
Dentist uses sandpaper drill,dentist,drill,used_by
Thieves used wire blowtorch,thieves,blowtorch,used_by
Website best tool artists,tool,artists,used_by
Techniques used british interrogators,techniques,interrogators,used_by
Woman applies abdomen patch,woman,patch,used_by
Researchers applied probe vibration,researchers,probe,used_by
Students mark maps pushpins,students,pushpins,used_by
Angel lighting road lantern,angel,lantern,used_by
Biologist combines distributed resources,biologist,resources,used_by
Author uses raw disassembler,author,disassembler,used_by
Thief broke ignition screwdriver,thief,screwdriver,used_by
Researchers watered plant luciferin,researchers,luciferin,used_by
Teacher writes blackboard number,teacher,blackboard,used_by
Script uses dbi module,script,module,used_by
Couple relaxes cup coffee,couple,coffee,used_by
Carpenter wielding axe furniture,carpenter,axe,used_by
Driver stopped car downtown,driver,car,used_by
Artist wood hand-carves style,artist,style,used_by
Players flew team plane,players,plane,used_by
Doctor attending mask sars,doctor,mask,used_by
Psychiatrist killed him drugs,psychiatrist,drugs,used_by
Mechanic attaches wrench bolt,mechanic,wrench,used_by
Painter tape removed removed,painter,tape,used_by
Team used nanoparticle therapies,team,nanoparticle,used_by
Engineers use computers solve,engineers,computers,used_by
Students using online system,students,system,used_by
Player attaches flashlight rifle,player,flashlight,used_by
Electrician working gauge wire,wire,electrician,used_by
Priest mixes oil spoon,priest,spoon,used_by
Horse carrying rider death,horse,rider,used_by
Method roman mathematicians used,method,mathematicians,used_by
Mechanic fix lock screwdriver,mechanic,screwdriver,used_by
Man delivers book cutter,man,cutter,used_by
Students learn using computers,students,computers,used_by
Painter able complete roller,painter,roller,used_by
Army scaled cliffs maneuver,army,maneuver,used_by
Parents killed maddie pills,parents,pills,used_by
People rise language fame,people,language,used_by
Photographer creates magic camera,photographer,camera,used_by
Judge pounded gavel flinched,judge,gavel,used_by
User machined wrenches broach,user,broach,used_by
Plants obtain reduction analysis,plants,analysis,used_by
Guy cleaned heads swab,guy,swab,used_by
Convicts capture fish weirs,convicts,weirs,used_by
Petrol starts engine lawnmower,petrol,lawnmower,used_by
Puppeteer manipulates society puppet,puppeteer,puppet,used_by
Loom featuring local weaver,loom,weaver,used_by
Members scaled tree rope,members,rope,used_by
Author uses repetition device,author,repetition,used_by
Hermit demonstrates prowess bow,hermit,bow,used_by
User regular road law,road,user,used_by
President wields war power,president,power,used_by
Travel agents turning telepresence,travel agents,telepresence,used_by
Barber downed triangle scissors,barber,scissors,used_by
Friend cooks cans cooker,friend,cooker,used_by
Student creates compositional program,student,program,used_by
Workman stirs ore hoe,workman,hoe,used_by
Spotter sweeps countryside lamp,spotter,lamp,used_by
Climber throws grappling hook,climber,grappling hook,used_by
Stethoscope gives doctor clues,stethoscope,doctor,used_by
Violinist produces sound bow,violinist,bow,used_by
Potter wheel primitive formed,potter,wheel,used_by
River once powered grist mill,river,grist mill,used_by
Governments resolved crisis subsidization,governments,subsidization,used_by
Driver seat car proposition,driver,seat,used_by
Tarps for painters market,tarps,painters,used_by
Accused killed victim kirpan,accused,kirpan,used_by
Student edition textbooks typical,student,textbooks,used_by
Outfielder needs large glove,outfielder,glove,used_by
Man watched snow window,man,window,used_by
