simplified_sentence,head_entity,tail_entity,relation
every morning / night we have a psittacosis of green parrots doing a couple of loops around our house.,psittacosis,parrots,member_of
"they tried an assault of their own an hour later, with two columns of sixteen tanks backed by a battalion of panzer grenadiers.",battalion,grenadiers,member_of
jeanne carley has once again created a fun calendar with a cast of adorable ferrets.,cast,ferrets,member_of
he has been a committee member for gungarde in cooktown.,committee,member,member_of
"our director is a member of the aea, nafsa, and eaie organizations.",director,organizations,member_of
the cabin passengers composed the elite.,passengers,elite,member_of
"the crowd congregating near the dwelling reminded one man of ""a huge cluster of swarming bees extending far back.",cluster,bees,member_of
a phalanx of umbrellas followed the casket toward the gravesite.,phalanx,umbrellas,member_of
"on 29 august 1914, c squadron of the 12th lancers made a successful charge against a dismounted squadron of prussian dragoons.",squadron,dragoons,member_of
but nothing prepared her for the day when a surfeit of 10 baby skunks popped their heads out of the hole and began scurrying about with their mommy.,surfeit,skunks,member_of
of course the proble is christmas just passed so i've got a brand new pile of unread books to contend with.,pile,books,member_of
goguryeo developed from a league of various yemaek tribes to an early state and rapidly expanded its power from their original basin of control in the hun river drainage.,league,tribes,member_of
"the farm takes on the raffle of turkeys in july, when they're just one day old, until they're slaughtered in december.",raffle,turkeys,member_of
this classic huffman photograph pictures the cow hands on their way to set up camp with their remuda of geldings trailing behind.,remuda,geldings,member_of
the head of the team has gathered a very dynamic and productive team.,head,team,member_of
players are tasked with building an armada of ships and a base from which to deploy them.,armada,ships,member_of
"still, we were surprised yesterday by a wake of buzzards perched on a dead copse of trees and haunting wellfleet harbor.",wake,buzzards,member_of
"his ninth novel, the echo maker, starts with a siege of sandhill cranes, a one-vehicle highway accident and a mystery.",siege,cranes,member_of
"she does, however, remember walking through campus when a chipper salesman gave her a fistful of bright orange coupons offering her and her friends complimentary slices of pizza.",fistful,coupons,member_of
he had a parcel of twelve deer grazing his land as well as some cows so he probably required a larger water supply -- hence the canal.,parcel,deer,member_of
i'm still having a hard time imagining a smuck of glowing jellyfish 10x10 miles and 35 feet deep.,smuck,jellyfish,member_of
"just like in oyo state, obasanjo sired a clique of renegades, who believe that the state treasury is their birthright.",clique,renegades,member_of
"in addition to weinstein, the band is comprised of a formidable array of luminaries.",array,luminaries,member_of
watching that 'apology' from the wunch of senior bankers was vomit inducing.,wunch,bankers,member_of
wales ' commonwealth hopefuls impressed the gathered throng of spectators at the norwich union international this weekend.,throng,spectators,member_of
there is a gulp of cormorants that scavenge this stretch of the sacramento river where i usually kayak.,gulp,cormorants,member_of
"this an alliance of various elements connected into the political elite with the old prd forces, who have adopted a strategy of postponing efforts to lead any fight with the domestic bourgeoisie.",alliance,elements,member_of
"a growing number of smallholders have formed themselves into associations to sell tea, sugar, cotton and nuts to processors.",smallholders,associations,member_of
"our club consists of fun-loving residents, both retired and working from a wide range of businesses.",club,residents,member_of
"this time, however, another bird joined the eyrar of black swans, as dubai-owned subsidiary dubai world. oliver russ. argonaut capital partners.",eyrar,swans,member_of
condoleezza rice speaks amid a crowd of torture protesters.,crowd,protesters,member_of
"he was married twice, and after his second marriage he kept in the sight and knowledge of everybody a harem of concubines.",harem,concubines,member_of
"the current swiss confederation was created in 1802 as a confederation of various multi-ethnic cantons, which all have their own characteristics.",confederation,cantons,member_of
"a veritable ratpack of architects are turning up the style in sin city, writes thomas lane - and they're not all playing it straight.",ratpack,architects,member_of
he was later recaptured through the combined efforts of a coven of white witches and a group of satanists.,coven,witches,member_of
he was the muster-spirit of that glorious pleiad of warriors and sailors who at that epoch used to swarm the indian seas.,pleiad,warriors,member_of
"day after day, then, he has put himself into a hornets' nest, or what the scottish call a bike of bees.",bike,bees,member_of
"a freight train on the chicago and alton railroad, while approaching this city yesterday morning, dashed into a drove of cattle, killing three of them.",drove,cattle,member_of
"so look out in your gardens for unexpected visitors, including waterbirds such as moorhen, water rail, and snipe, which struggle more than most to find food.",visitors,waterbirds,member_of
"her shallow waters seethe at times, standing tall and swaying back and forth like a quiver of king cobras.",quiver,cobras,member_of
another message is being delivered to another mail application.,message,mail application,moves_to
the corpses were then placed in cotton cloth wrappings and put inside of a wooden case that was put inside of another case that was decorated with details of their life and a mask of their face.,corpses,wrappings,moves_to
the spores were blown into the air and a spark caused them to give off an enormous flash.,spores,air,moves_to
a small piece of rock landed into the trunk.,piece,trunk,moves_to
"recently, in china, more people are moving into big cities.",people,cities,moves_to
gol airlines started flights to middle eastern countries.,flights,countries,moves_to
the eu sent peacekeepers to the middle eastern region.,peacekeepers,region,moves_to
the freeze-dried dura mater was placed into warm sterile saline for 20 minutes before grafting.,mater,saline,moves_to
the user added subtitles into the mp4 files.,subtitles,files,moves_to
he inserted a needle into the tattoo machine.,needle,machine,moves_to
the progenitor cells migrated into the tumor.,cells,tumor,moves_to
the researchers inserted caffeine into baked goods.,caffeine,goods,moves_to
approximately $2 trillions are invested into sri socially responsible investing ventures in the present day.,trillions,ventures,moves_to
the garbage was thrown into the waste disposal bin.,garbage,bin,moves_to
jars were then placed into three separate cages.,jars,cages,moves_to
the suspect pushed the victim into a deep cliff.,victim,cliff,moves_to
skype founders have moved into a net tv.,founders,tv,moves_to
the manager has added background text watermarks into the existing pdf file.,watermarks,file,moves_to
she formed the dough into a round loaf and placed the dough in a greased nine-inch metal pie pan.,dough,pie pan,moves_to
i have inserted animation into the e-post card.,animation,e-post card,moves_to
a signal was sent to the process.,signal,process,moves_to
the boat basically sails from the harbour to an area of a beach where they are supposed to transfer you to a smaller boat and go to the beach.,boat,beach,moves_to
these text messages are sent to the outer space.,text messages,outer space,moves_to
the war refuges migrated into the southern region to avoid battles.,refuges,region,moves_to
the correct targeting signal is imported into the peroxisomes.,signal,peroxisomes,moves_to
the government is committed to bring art to the community.,art,community,moves_to
twenty physicists sent letters to the government as an act of protest.,letters,government,moves_to
the prisoner has been released into her new family.,prisoner,family,moves_to
squeezed growers have put plight to the city dwellers.,plight,dwellers,moves_to
"the scientists placed the substance in a tiny capsule which gets channelled into cancer cells, and is then ""unpacked"" with a laser impulse.",substance,capsule,moves_to
he put sugar into his coffee without even trying it.,sugar,coffee,moves_to
his crew has journeyed into numerous haunted locations including the stanley hotel.,crew,haunted locations,moves_to
the government has poured billions into education reforms.,billions,reforms,moves_to
i sent files to programs other than metax.,files,programs,moves_to
"we watched as a barman poured alcohol on to the bar, poured absinthe into a couple of shot glasses, then lit the lot.",alcohol,bar,moves_to
"each sample of the felt was enclosed in a separate glass vial with blanks of polished lead, silver and copper.",sample,vial,moves_to
he packed the sandwiches into a knapsack.,sandwiches,knapsack,moves_to
we placed some wax into the old tin can.,wax,can,moves_to
they have poured millions into these projects.,millions,projects,moves_to
nasa successfully dropped a probe into the designated area.,probe,area,moves_to
the bride and the groom poured champagne into stacked champagne glasses.,champagne,glasses,moves_to
background music is added into slideshows.,music,slideshows,moves_to
"a train ran into a truck, leaving 14 dead.",train,truck,moves_to
the movable mold carrier has arrived into the store.,mold carrier,store,moves_to
the pollution is being spread to air rapidly.,pollution,air,moves_to
the tourist was taking a trip into the amazing jungle of amazon.,tourist,jungle,moves_to
the baby bat was blown into the squirrel's treetop nest by a storm.,baby bat,nest,moves_to
that club cost him as he put a shot into a bunker on hole 13.,shot,bunker,moves_to
the boy accidentally went into the girl's bathroom.,boy,bathroom,moves_to
equipment for making repairs en route was carried in a jockey box attached to one end or side of the wagon.,equipment,jockey box,moves_to
wealth is migrating into communities in verde valley/sedona.,wealth,communities,moves_to
"lately, even women inject steroids into their muscles.",steroids,muscles,moves_to
these questionnaires were sent to 144 countries.,questionnaires,countries,moves_to
the students poured their empathy into startling poetry.,empathy,poetry,moves_to
the book was placed into every store within the past few days.,book,store,moves_to
the spices took pasta into moroccan territory.,pasta,territory,moves_to
the paleogene horizons have migrated into the upthrown basement blocks from adjacent sedimentary horizons.,paleogene horizons,basement blocks,moves_to
"thus, during long-term operation of a reactor with a sodium coolant, the radionuclides migrated into stainless steel up to a depth of i00-ii0 ~m.",radionuclides,stainless steel,moves_to
citizenship was finally awarded to the immigrant.,citizenship,immigrant,moves_to
i have already fetched the mail into my account via gmail.,mail,account,moves_to
"the police has beaten him up, poured water into his ears and nose, and stuffed a shoe in his mouth.",shoe,mouth,moves_to
all 1000 lemote boxes have been delivered to the users.,boxes,users,moves_to
i have put an empty line into an article.,line,article,moves_to
the message is being delivered to the mailman.,message,mailman,moves_to
i have put the memory card into the camera.,card,camera,moves_to
narcotic goods have been imported into several states in australia.,goods,states,moves_to
washington has fiddled while other states poured money into higher education.,money,education,moves_to
this issue has been sent to the printer.,issue,printer,moves_to
a lovely bauble homepage sticker has arrived into your homepage inventory.,homepage sticker,homepage inventory,moves_to
"in the lineup, the police literally put the defendant in a line with other people to see if the victim or witness can identify anyone in the line as having participated in a crime.",defendant,line,moves_to
much effort has been put into research of the phenomenon of voltage collapse.,effort,research,moves_to
the drug was put inside a capsule for a reason.,drug,capsule,moves_to
"still, some spam arrives into the inbox folder.",spam,inbox folder,moves_to
stroke patients have been entered into hospital for neuroprotection.,patients,hospital,moves_to
news of the broken engagement came three months after love hewitt was snapped sobbing as he packed luggage into the back of a vehicle outside her home.,luggage,vehicle,moves_to
"fall planting cannot be completed before the ground freezes, so i stored the seeds in a stratification unit until spring.",seeds,stratification unit,moves_to
he has been draining the wetlands into federally owned ditches.,wetlands,ditches,moves_to
zook took the ax to the coaching staff.,ax,staff,moves_to
"last night, wine was brought to the restaurant.",wine,restaurant,moves_to
"after the source material and substrates were arranged, the small quartz tube was placed inside the 50-cm-long horizontal tube furnace.",tube,furnace,moves_to
a test payment was put into my bank account on october 13th.,payment,account,moves_to
"as the servants put the inflatable corgis in a bag for the balmoral jumble sale, the queen will be settling down this morning for a nice cup of tea and a quiet rest during the archers, known to be one of her radio favourites.",inflatable corgis,bag,moves_to
i have imported an audio book into the software.,book,software,moves_to
"the letter was sent from group to group of the dispersed believers to try and build them up ""to encourage them"" to fill them with hope.",letter,group,moves_to
someone has blown soot into my face.,soot,face,moves_to
injected clodronate was removed into dialysate.,clodronate,dialysate,moves_to
he dropped the instilled water into the study eye.,water,eye,moves_to
the government has been dumping huge amount of money into the devastated economy.,money,economy,moves_to
the mist was carried into the air by bursting bubbles over the plating vats.,mist,air,moves_to
nielsen released his insights into the online industry.,insights,industry,moves_to
it is because schiavo cannot swallow that a feeding tube was inserted directly into her stomach.,tube,stomach,moves_to
the colourless or nearly colourless liquor amnii then was put into an ounce phial.,liquor amnii,phial,moves_to
the virus is exported to the hard disk.,virus,hard disk,moves_to
violation in the text associated concepts was brought into the working memory in an attempt to resolve the violation.,violation,memory,moves_to
only few selected people journeyed into outer space.,people,outer space,moves_to
the test results are entered into the electronic logbook.,test results,logbook,moves_to
this heart was put inside a dog after its own heart had been removed.,heart,dog,moves_to
the water was drained into the second water drain tank through the connecting pipes.,water,tank,moves_to
they packed saltpetre into thin-size bamboo sticks.,saltpetre,sticks,moves_to
we have donated the books to the local library.,books,library,moves_to
the goose was released into the wild.,goose,wild,moves_to
"when the layers have separated, the lower layer drained into a beaker; this phase is thrown away.",layer,beaker,moves_to
he put a gallon into his cart and walked back to the front of the store.,gallon,cart,moves_to
"since last weekend, it has imported chocolate into that market.",chocolate,market,moves_to
"following the convention's sports theme, we placed a fun invitation with an astroturf look inside a branded water bottle.",invitation,bottle,moves_to
the school has rescheduled the field trip to next month.,field trip,next month,moves_to
the ice cores were shipped to clean labs for examination.,ice cores,labs,moves_to
200000 doses of smallpox vaccine have been shipped to 35 states.,doses,states,moves_to
"since 1982, people have travelled into low-earth orbit aboard the workhorse of nasa's space program.",people,orbit,moves_to
"secretly, she has been donating 10% of her income to local a orphanage every month.",income,orphanage,moves_to
"captured, the corporal escaped by jumping from a pow train headed towards germany.",corporal,train,originates_from
one of my girlfriends ordered the lomo de puerco which was their pork chop in some guava sauce.,guava,sauce,originates_from
peanut butter cookies are simply cookies that use peanut butter as one of the ingredients.,peanut butter,cookies,originates_from
the signal is received from a known direction.,signal,direction,originates_from
"the greatest exponent of monounsaturated fat is olive oil, and it is a prime component of the mediterranean diet.",olive,oil,originates_from
"with one exception, the moths emerged from the cocoon during hours of darkness.",moths,cocoon,originates_from
"when we arrived, a large basket of goodies was delivered from the village manager and our neighbours presented my wife with a rose to welcome us.",basket,village,originates_from
cane sugar engineering and technology texts currently used are out of date and do not include most of the developments in technology,cane,sugar,originates_from
"the water evaporated from the paintings, leaving only the colored salt behind.",water,paintings,originates_from
crude soybean oil meeting exchange-approved grades and standards-see exchange rules and regulations for exact specifications.,soybean,oil,originates_from
the name of the method comes from an arabic saying.,name,saying,originates_from
"the cabin was moved from its original site near huxley, iowa, as a project of the ames heritage association.",cabin,site,originates_from
not sure what brand of model it came from but the wings are from a trashed plane my buddy had.,wings,plane,originates_from
the court started from the assumption that the constitution applied.,court,assumption,originates_from
the fountain was removed from that location and placed at seneca park along north tenth street some time later.,fountain,location,originates_from
he also hinted that the team is going away from the running game far too soon.,team,game,originates_from
the beverage was distilled from the root of its eponymous plant.,beverage,root,originates_from
"this is a song from the musical i'm making, it's about where a young lady, the sacrifice, ran away from the monks.",lady,monks,originates_from
"in order for handwashing to be effective, vigorous friction, ample lather from soap, and thorough rinsing are needed to remove the germs from the hands.",lather,soap,originates_from
"the drama unfolded shortly after 7pm last tuesday (december 22), when glyn saw that smoke was coming from a bonfire.",smoke,bonfire,originates_from
the call came from a minnesota father who said his daughter was in the chapel that day.,call,father,originates_from
here are some pictures from a couple weeks ago when we had some ice.,pictures,weeks,originates_from
"under the circumstance that the wife comes from a wealthy family, her dissatisfactions with her marriage may make her seem like a spoiled brat.",wife,family,originates_from
they took her address and two years later a letter arrived from an agent asking if she'd like a part in a big motion picture.,letter,agent,originates_from
the earliest writing is from 5000 years ago and helps us understand some of the changes.,writing,years,originates_from
"they weave fine cloth, and they use the down of water-sheep in making it; it is called hai-hsi-pu (cloth from the west of the sea).",down,water-sheep,originates_from
epogen is made from human plasma (part of the blood) and may contain viruses and other infectious agents that can cause disease.,epogen,plasma,originates_from
the scream was coming from his own chambers; he ran through them and drew to a halt at the doorway to eirin's room.,scream,chambers,originates_from
the skeletal percussive drive grows from an absentmindedly struck bass drum.,drive,drum,originates_from
"as the little black train goes from station to station, driver zach picks up more and more silly passengers.",train,station,originates_from
pioneering percussionist terje isungset plays instruments made from a 2500 year old glacier.,instruments,glacier,originates_from
rowan berry wine is a classic ancient method to form a fruit wine based on rowan berries.,fruit,wine,originates_from
"it was pushed on the road by another chicken, which went away from the road.",chicken,road,originates_from
the new vaccine was manufactured in a tobacco plant using plant viruses engineered to produce high levels of virus-like particles.,vaccine,plant,originates_from
the robbers ran away from the store without any money.,robbers,store,originates_from
the name of keith murray meant nothing to me until i was given some pottery by a friend who was leaving for america.,pottery,friend,originates_from
some content from the encyclopedia became a part of microsoft's encarta digital encyclopedia.,content,encyclopedia,originates_from
note that the relevant superannuation fund(s) must be notified of the employee's departure from the company.,employee,company,originates_from
the pain was radiating from the right buttock to the knee joint.,pain,buttock,originates_from
cream of mushroom soup was first made available in the 30s and became one of the most popular recipe helpers as a substitution for veloutes and bechamel sauces.,mushroom,soup,originates_from
"a computer was stolen from a church office sometime monday or tuesday in the 1500 block of cr 144, brazoria county.",computer,church office,originates_from
police in taiwan were forced to shoot a crocodile after it bit off the arm of the zoo veterinarian treating it.,arm,veterinarian,originates_from
this week we take a look at instructions for all grain beer brewing using a single step infusion mash setup.,grain,beer,originates_from
the lebedev-milin conjecture was distilled from the original manuscript.,conjecture,manuscript,originates_from
more recently they concluded the arsenic originated in iron oxide coatings of rocks lining the aquifer.,arsenic,coatings,originates_from
i'm about to delve into buchholz's pitch f/x and pitch data to try to find some sort of answer here using guidelines from allen's article plus buchholz's run values as shown here.,guidelines,article,originates_from
apricot marmalade is delicious on toast first thing in the morning or on piping hot dinner biscuits.,apricot,marmalade,originates_from
"well rested from our relaxing day pool side, the tourists had an early departure from the hotel.",tourists,hotel,originates_from
plane taxies from runway and stops on terminal roof.,plane,runway,originates_from
these are archived boat logs from previous months sampling beginning in february 2002.,logs,months,originates_from
get on board before the train leaves the station.,train,station,originates_from
a surfside man running away from a dog that broke away from its owner was struck by a bus in the chase.,dog,owner,originates_from
the tie is going away from men's wardrobes.,tie,wardrobes,originates_from
the immigrant population comes from the pacific region.,population,region,originates_from
the colours were similarly derived from the stylesheet.,colours,stylesheet,originates_from
none of the answers just popped out of the computer.,answers,computer,originates_from
the human body is the product of the earth with all elements in it originating from the earth.,elements,earth,originates_from
"a man holding a small toddler ran away from the beach as fast as he could, calling out: ""tsunami!"".",man,beach,originates_from
it is set in a future in which the oceans are farmed for food.,oceans,food,originates_from
the defendant had absconded from his probation.,defendant,probation,originates_from
chestnut flour was more common than wheat flour in the italian alps a century ago.,chestnut,flour,originates_from
the adjective capitolinus was of course derived from the noun.,adjective,noun,originates_from
the apple went away from the apple tree.,apple,tree,originates_from
"afterwards, stroll to a bar for a glass of 'medronho' - the national liquor made from a fleshy, red fruit grown in portugal.",liquor,fruit,originates_from
the evidence comes from nasa's mars reconnaissance orbiter which spied a series of depressions linked by what look like drainage channels.,evidence,orbiter,originates_from
maybe a few times my boobs have popped out of an outfit but that happens.,boobs,outfit,originates_from
"much indian whisky is distilled from fermented molasses, and as such would be considered a sort of rum outside of the indian subcontinent",whisky,molasses,originates_from
the leeward barchan runs away from the windward barchan because of the inverse relationship between velocity and height.,barchan,barchan,originates_from
the first workers' committee was formed in yamit factory.,committee,factory,originates_from
"on the other hand, gin is distilled from a neutral grain spirit, which is then infused with juniper and a host of other botanicals.",gin,spirit,originates_from
he bought tickets for the local train from the ticket machines or staffed kiosks.,tickets,machines,originates_from
"the name given to our cluster, valhalla, comes from norse mythology.",name,mythology,originates_from
the demonstrators descended from the vehicles and marched five kilometers.,demonstrators,vehicles,originates_from
the death of a massive nearby star billions of years ago offers evidence the sun was born in a star cluster.,sun,cluster,originates_from
nearly all sensory information (except the sense of smell) arrives here from the primary sensory neurons before being sent to the cortex.,information,neurons,originates_from
the duration of the visa is estimated from the first exit of the applicant from the country after issuance of the visa.,applicant,country,originates_from
the drug release from the microcapsules was diffusion controlled.,drug,microcapsules,originates_from
"fruit juice has all the fruit sugar and none of the fruit fiber, and only some of the fruit nutrients.",fruit,sugar,originates_from
"the trust strives to gather, protect and preserve aircraft and aviation memorabilia from bygone times especially material with a bay of plenty or new zealand connection.",memorabilia,times,originates_from
"each year over 2300 scientists from universities, industries and government labs perform research at the nsls.",scientists,universities,originates_from
la nicchia's lemon marmalade is a sublime addition to any vinaigrette or fish marinade.,lemon,marmalade,originates_from
"from the diagrams of davinci to the latest photographic marvels retrieved from the remotest galactic outback, visualization of research has a long and literally illustrious history.",marvels,outback,originates_from
they have also taken a very personal story about one family and a box of toys from the future and turned it into an epic story in which childlike innocence saves the human race.,toys,future,originates_from
"the term originates from an article published 14 february, 1807 by journalist william cobbett in the polemical weekly political register.",term,article,originates_from
"pomegranate juice has anti-inflammatory effects and high levels of anti-oxidants, which are believed to protect the body from free-radical damage.",pomegranate,juice,originates_from
the data are derived primarily from a three-nation survey conducted for the harvard school of public health and the robert wood johnson foundation by louis harris and associates and its international affiliates between 10 june and 14 september 1994.,data,survey,originates_from
he poured all the water he got out from the oven and went tothe boyer.,water,oven,originates_from
"avocado butter is a very rich, moisturizing treatment for the hair and skin, and it has some natural sunscreen properties.",avocado,butter,originates_from
this is the winning sand castle from the castlemania contest.,castle,contest,originates_from
there's a phrase of sickert's where he speaks somewhere about something succeeding in that it is like a page torn from the book of life.,page,book,originates_from
flax seed oils is the form in which the oil was extracted from the seed.,seed,oils,originates_from
"the first wine was pressed from cape grapes on february 2, 1659.",wine,grapes,originates_from
the indians drink so much maize liquor that it makes them drunk.,maize,liquor,originates_from
the driver was ejected from his small car.,driver,car,originates_from
"the hygrometer was manufactured in the spring of 1995, and it was calibrated for the first time in june 1995.",hygrometer,spring,originates_from
"a st. paul college student was released from jail wednesday night, after his arrest tuesday in the alleged rape of another student on campus.",student,jail,originates_from
the boy runs away from the orphanage and tries to pick pockets.,boy,orphanage,originates_from
"we had calamari appetizer which was no different then any other place, the lamb shank tasted like it was cooked in canned tomato sauce.",tomato,sauce,originates_from
"you catched the train from the terminal, direct non-stop to rome termini station.",train,terminal,originates_from
the following advice is distilled from builders and first-hand experience.,advice,builders,originates_from
although the goats were farmed for their fibre from early times it was not until the 16th century that export of the goats was permitted.,goats,fibre,originates_from
the approximation is derived from an assumption that a is constant along the radial positions in the tube.,approximation,assumption,originates_from
an initial phase 1 packet arrived from an unrecognized peer gateway.,packet,gateway,originates_from
the storm water is going away from the development.,water,development,originates_from
"tiger woods' mother-in-law was released from the hospital tuesday, 11 hours after a pre-dawn emergency call was made from his florida mansion because she was suffering from stomach pains.",mother-in-law,hospital,originates_from
"just like consulting a cookbook, starting out by using a recipe from a book or website is great.",recipe,book,originates_from
one of the nicest ways to spend an afternoon anywhere is to take a boat from the port of ouchy on the lakefront of lausanne.,boat,port,originates_from
a popular local restaurant is the source of an outbreak linked to salmonella.,restaurant,outbreak,originates_from
"when the patriarch, abram, left his native land, god made him a tremendous promise.",patriarch,land,originates_from
the present essay is derived from a more comprehensive study.,essay,study,originates_from
we pop our heads out the capped dome of the building.,dome,building,part_of
the crane has a five-section 51 m boom with megaform shaping for greater rigidity and grove's patented twin-lock boom pinning system.,crane,boom,part_of
the concept car acura tl features a wiperless windscreen using a series of jet nozzles in the cowl to blow pressurized air onto the windscreen.,windscreen,nozzles,part_of
"the developed mechanism is composed of a dual coaxial high-precision goniometer, which has theta-in and theta-out axes with 0.0025"" resolution, and two crystal mounts connected to the rotation axes (fig. 1).",mechanism,goniometer,part_of
"the aroon indicator system consists of two lines, 'aroon(up)' and 'aroon(down)'.",system,lines,part_of
the user holded the handle with one hand and used the other hand to rotate the crank of the fishing reel.,crank,fishing reel,part_of
the metal casing of the refrigerator made it impossible to access them.,casing,refrigerator,part_of
birds take a lot of time caring for their feathers.,birds,feathers,part_of
cruisers and large yachts have much more sophisticated fittings that that require more skills.,cruisers,fittings,part_of
this website gives you detailed maps and trails that are specifically in kent.,website,maps,part_of
the depression chamber contains a diaphragm under pressure from a diaphragm spring.,chamber,diaphragm,part_of
the infrastructure comprises the physical hardware and services that must be maintained and operated for the resource-sharing to occur.,infrastructure,hardware,part_of
"that car had a number of gps sensors and lasers, a camera, and other equipment to help it make its way through the course.",car,camera,part_of
in my case the solution was to lock the padlock on the security pane itself.,padlock,pane,part_of
"the pages of the magazine came to life at the metreon with gourmet food, great sonoma valley wine, and jamming music.",pages,magazine,part_of
this was demonstrated for a servomotor driven-robot arm using a computer simulation.,servomotor,arm,part_of
the rod in the hand priming tool is quite long and the handle bottoms out before the primer is completely seated.,rod,tool,part_of
this amazing machine contained a shift register made out of a motor and a rotor as well as a keyboard rom consisting solely of levers and springs.,machine,register,part_of
fig. 1 is a front perspective view of a pants pocket showing my new design.,pants,pocket,part_of
the mass on the whisk side of the broom is closer to the center of mass than the end of the broom stick.,broom,stick,part_of
uncooked steak is placed on the top shelf of the refrigerator and uncovered roast chicken on the bottom shelf.,shelf,refrigerator,part_of
through the night the stern continued to settle as the cruiser listed to port.,stern,cruiser,part_of
blood looks very red on the colour television screen.,television,screen,part_of
i found a piece of paper in your pants pocket with the name 'marylou' written on it.,pants,pocket,part_of
this document is part of the who information series on school health.,document,series,part_of
"treatment consists of antifungal therapy, surgery, and supportive care.",treatment,therapy,part_of
he use the thumb of the hand holding the head to pull down the lower eye lid to create a pouch.,thumb,hand,part_of
"i'm looking at one right now and he appears to be very content, despite the fact that he's trying to sleep in a kitchen that contains a noisy boiler.",kitchen,boiler,part_of
the building contained a large open central space with tables and chairs as well as a nursery and two tearooms.,building,open central space,part_of
a large rig combines a trampoline system with a bungee cord system.,rig,trampoline system,part_of
this italian dish is made with gelatinous veal shanks that are braised with fresh vegetables and rich stock.,dish,shanks,part_of
the connector device comprises a plurality of host computer system expansion slots for coupling to the cpu bus of the host computer system.,device,slots,part_of
"the ""happy hour"" gathering was the best part of the event.",gathering,event,part_of
"the shells are maireeners but of different species; the 1802 necklet was made with king or queen maireeners, the 1830s necklace with small maireeners.",necklace,maireeners,part_of
since then his short films have been presented in retrospective programmes at film festivals worldwide.,films,programmes,part_of
"because some of these terms are used in the case study chapters later in the book, they are defined here now.",chapters,book,part_of
leah day attached quilt binding to the back of a quilt using a sewing machine.,back,quilt,part_of
"the bathroom comprises bath tub with electric shower, wash basin and wc.",bathroom,wash basin,part_of
"this concept uses a servo embedded in a wallet, which rotates its arm from parallel to perpendicular to the wallet surface.",servo,wallet,part_of
there are four caverns located inside the cave with the tunnel heading west being the largest.,caverns,cave,part_of
"the implant contains nanoparticles which are designed to test for different substances, including metabolites such as glucose and oxygen that are associated with tumor growth.",implant,nanoparticles,part_of
the conference was a part of the danish kortdage and was arranged by geoforum in cooperation with gi norden.,conference,kortdage,part_of
his big slouch hat even was cocked jauntily over the bed post.,bed,post,part_of
"in addition, the cpu bus of the non-safety controller is connected to each safety unit of the safety controller.",bus,controller,part_of
it shows a sailor with a list of crossed-out ex-girlfriend's names going down his arm.,sailor,list,part_of
you own a house that contains a granny flat.,house,granny flat,part_of
"as a noun, a tag is a basic element of the languages used to create web pages ( html) and similar languages such as xml.",tag,languages,part_of
"the cat's large and prominent eyes are placed well forward on the head and, like the eyes of humans, they face forward.",eyes,head,part_of
the skydiving scene was the best part of the movie.,scene,movie,part_of
the bridge tower of an mc80 was located towards the stern of the vessel.,stern,vessel,part_of
"the temporomandibular joints are the two jaw joints, one at each side of the face.",jaw,joints,part_of
each day the workshop accommodated a few invited talks targeted towards generating discussions on open problems.,workshop,talks,part_of
tapestries of rocky coastlines share wall space with a clock inside a ship's wheel.,clock,wheel,part_of
"options that are core components of the plan include: a benefit period, an elimination period, a maximum benefit percentage of salary and a maximum weekly benefit.",plan,weekly benefit,part_of
"as part of their class, titled ""sustainable building design,"" the students analyze the components of the building that play a role in the structure's environmental impact, such as insulation, water usage and drainage, and the heating, ventilation and air conditioning (hvac) system.",components,building,part_of
"specifications of electric heater thermostats include temperature ranging from 50 degrees f to 80 degrees f, current ranging from 19 a to 22 a, & voltage ranging from 120 v to 277 v.",heater,thermostats,part_of
varicose veins result from weakening of the valves of the veins so that blood pools in the legs or another dependent area.,valves,veins,part_of
"close the lid of the portable computer, disconnect the computer from the power source, and then reopen the lid.",lid,portable computer,part_of
the pictorial demonstration below shows how to put your skirt waistband on after you have sewn your zipper and how to join and serge the skirt side seams.,skirt,waistband,part_of
"in humans, the cerebellum comprises only about one-tenth of the total volume of the brain, but more than 50 percent of all its neurons are located in the structure.",cerebellum,brain,part_of
the aisles in the supermarket are well-designed.,aisles,supermarket,part_of
the hall has a lift and full access for the disabled.,hall,lift,part_of
this machine has a high-speed semiconductor switch for quick interruption and restart.,machine,semiconductor switch,part_of
the sail had an important roach and had adjustable batten fittings on the leech and luff receptacles.,sail,roach,part_of
i made the carpet by cutting a knitting wool into short strips.,carpet,strips,part_of
"notwithstanding the use of special assembly techniques, it is currently quite common to find, downstream of the assembly line, known radiator caps with the small spring of the low-pressure valve imperfectly aligned with one of its necessary bearing surfaces and/or with the shutter, which leads to unpredictable operation of the radiator cap and consequent rejection of the product.",spring,valve,part_of
a type t thermocouple controlled air temperature at the inlet of the dryer.,inlet,dryer,part_of
the corbel was carved with a contorted face.,corbel,face,part_of
"muscles are the parts of the body that allow us to move in positions such as sit, stand, walk, run, bend, and reach.",muscles,body,part_of
the bull is grazing at the hay pen by the barn at a farm in the mennonite heritage village.,barn,farm,part_of
all kangaroos have a chambered stomach similar to cattle and sheep.,kangaroos,stomach,part_of
the flapper of the valve opens and oxygen from the hose enters.,flapper,valve,part_of
