entity_id,entity_raw,entity_text,dominant_relation,pca_x,pca_y,tsne_x,tsne_y
5974,/m/01l79yc,/m/01l79yc,film film music,-0.15130278,0.3122545,-20.048424,17.3409
13043,/m/0hm2b,/m/0hm2b,ice hockey hockey team current roster. sports sports team roster position,0.10642238,0.22514981,6.4008417,13.957031
653,/m/03qd_,/m/03qd_,award award nominee award nominations. award award nomination award nominee,-0.5472349,0.26649684,-38.534588,8.39905
5862,/m/06hx2,/m/06hx2,education educational institution students graduates. education education student,-0.40288937,0.30469614,-29.171326,18.60387
3441,/m/02114t,/m/02114t,film actor film. film performance film,-0.6752417,0.14252704,-51.679615,11.559555
11174,/m/011k4g,/m/011k4g,music instrument instrumentalists,0.011403099,0.23712385,-11.804946,25.653128
4088,/m/08tq4x,/m/08tq4x,film film release date s. film film regional release date film release region,0.44014245,-0.30139008,48.062954,-6.914058
10927,/m/0b_6q5,/m/0b_6q5,time event locations,0.15345804,0.26228356,-0.85015714,3.6661088
1684,/m/02fgpf,/m/02fgpf,award award nominee award nominations. award award nomination award,-0.5572963,0.20790154,-37.73732,22.26165
5794,/m/03nt59,/m/03nt59,award award nominee award nominations. award award nomination nominated for,0.35255814,-0.3967353,54.332516,-4.894603
12781,/m/0430_,/m/0430_,people person places lived. people place lived location,0.13022117,0.17693603,-7.545465,-8.33446
9173,/m/0m0nq,/m/0m0nq,film actor film. film performance film,-0.32478464,0.31874764,-24.207659,23.919338
14181,/m/06zfw,/m/06zfw,media common netflix genre titles,0.08357678,0.2603783,-6.566012,-4.168273
10168,/m/04vjh,/m/04vjh,organization organization member member of. organization organization membership organization,0.109453484,-0.29314396,5.305662,-36.552933
12279,/m/01t7n9,/m/01t7n9,government government office category officeholders. government government position held jurisdiction of office,0.29310477,0.14477617,9.370027,9.503556
2532,/m/02pzz3p,/m/02pzz3p,award award category nominees. award award nomination nominated for,-0.34607792,0.15494645,-25.788414,-18.629595
3878,/m/0lhql,/m/0lhql,location location contains,0.39957404,0.06662083,17.04267,-2.7327814
2662,/m/0249kn,/m/0249kn,award award nominee award nominations. award award nomination award nominee,-0.57083535,-0.06645322,-43.731586,28.367393
13105,/m/0mrf1,/m/0mrf1,location hud foreclosure area estimated number of mortgages. measurement unit dated integer source,0.28782475,0.17228848,6.0443916,7.8645067
13283,/m/010r6f,/m/010r6f,location hud county place place,0.17710339,0.21150762,4.1767383,19.531616
2900,/m/0y2dl,/m/0y2dl,location location contains,0.25334543,0.110402405,5.682283,-13.317182
6755,/m/06dfg,/m/06dfg,olympics olympic sport athletes. olympics olympic athlete affiliation country,0.12944706,-0.00023645163,7.943988,-36.25626
406,/m/0gkvb7,/m/0gkvb7,award award nominee award nominations. award award nomination award,-0.7530885,-0.7263729,-28.158903,-28.894224
2938,/m/0840vq,/m/0840vq,music genre artists,-0.43435216,0.26871544,-34.502403,22.919847
12067,/m/018c_r,/m/018c_r,business job title people with this title. business employment tenure company,0.35482073,0.13023043,15.883526,-8.904302
5442,/m/021wpb,/m/021wpb,people person profession,-0.10739888,0.10650343,-15.411652,4.98568
12818,/m/02zr0z,/m/02zr0z,location location contains,0.34243488,-0.041133404,19.799698,-23.308447
6745,/m/0261x8t,/m/0261x8t,base popstra location vacationers. base popstra vacation choice vacationer,-0.627216,0.1908217,-47.312103,17.772408
13143,/m/0nty_,/m/0nty_,location location contains,0.2825507,0.18674189,5.420541,-11.305557
10975,/m/01p2b_,/m/01p2b_,music record label artist,0.3291968,0.15047872,21.218153,3.4428554
12043,/m/03x42,/m/03x42,film film language,-0.057601154,-0.03370732,-17.166492,7.6924887
13986,/m/01dz7z,/m/01dz7z,business job title people with this title. business employment tenure company,0.27166635,0.011538744,19.148827,-3.5966809
4065,/m/0cnl1c,/m/0cnl1c,award award nominee award nominations. award award nomination award nominee,-0.77718586,0.037019193,-58.204906,18.200792
14352,/m/0gg81w,/m/0gg81w,tv tv program genre,0.4347661,-0.055556774,24.62872,-16.435349
2608,/m/08wr3kg,/m/08wr3kg,award award winner awards won. award award honor award winner,-0.35379016,0.2919259,-32.958363,14.504502
12900,/m/02yy9r,/m/02yy9r,film film genre,0.3422628,-0.48343015,61.29579,-4.1869774
11489,/m/06kbb6,/m/06kbb6,people person profession,-0.37958395,0.26598823,-30.488087,22.098223
1771,/m/0c8wxp,/m/0c8wxp,people person religion,-0.44399685,-1.1529391,-12.896096,-36.01853
6267,/m/01ky7c,/m/01ky7c,education educational institution students graduates. education education major field of study,0.22667806,0.20503372,6.802022,1.1816787
634,/m/076lxv,/m/076lxv,award award nominee award nominations. award award nomination award nominee,-0.55388707,0.21341336,-45.4279,11.452825
7711,/m/05wqr1,/m/05wqr1,award award nominee award nominations. award award nomination award nominee,-0.6418367,0.16821003,-46.142334,14.882853
3644,/m/0gcrg,/m/0gcrg,award award nominee award nominations. award award nomination nominated for,0.38992226,-0.2041429,46.66984,-3.0427828
3269,/m/085pr,/m/085pr,award award nominee award nominations. award award nomination award,-0.45915073,0.31456864,-30.656803,18.736612
13378,/m/0jnr3,/m/0jnr3,ice hockey hockey team current roster. sports sports team roster position,0.08569367,0.2516998,-5.927602,-2.852981
7541,/m/0gm8_p,/m/0gm8_p,film actor film. film performance film,0.049270406,0.28271955,-4.827704,15.874222
5728,/m/0gw7p,/m/0gw7p,award award category nominees. award award nomination nominated for,0.28561586,-0.64411587,66.028885,-7.9755645
5000,/m/058nh2,/m/058nh2,people person profession,-0.07279761,0.31096905,-10.221891,11.47472
13443,/m/026n13j,/m/026n13j,sports sports position players. sports sports team roster team,0.3484819,0.11852932,6.044577,-6.531556
13030,/m/06ntj,/m/06ntj,tv tv program genre,0.27108145,0.1784811,8.375548,-11.402564
3728,/m/099bk,/m/099bk,influence influence node influenced by,-0.090776905,0.32206434,-14.937636,10.828841
3652,/m/0p_47,/m/0p_47,influence influence node influenced by,-0.69567925,0.13726449,-48.994663,17.04937
387,/m/016z5x,/m/016z5x,film actor film. film performance film,0.40714407,-0.56285113,59.144135,-9.408897
10813,/m/0n2z,/m/0n2z,film film release date s. film film regional release date film release region,0.32127142,0.022895753,12.30338,-22.469622
3164,/m/03cfjg,/m/03cfjg,award award winner awards won. award award honor award winner,-0.7593155,-0.0671134,-57.04178,17.350737
6528,/m/02l0sf,/m/02l0sf,award award nominee award nominations. award award nomination award nominee,-0.44941032,0.3352015,-27.310963,11.472066
5378,/m/07t3gd,/m/07t3gd,business job title people with this title. business employment tenure company,0.25124687,0.12122351,9.672401,15.102763
4564,/m/018w8,/m/018w8,sports sports team sport,-0.26465204,-0.67858595,-19.322554,-29.1012
1137,/m/0gqz2,/m/0gqz2,award award nominee award nominations. award award nomination award,-0.74162495,-0.7866289,-26.530699,-29.284082
12670,/m/0snty,/m/0snty,people person place of birth,-0.017484367,-0.10838807,2.2188308,-22.477184
4573,/m/0hvbj,/m/0hvbj,award award nominee award nominations. award award nomination award,-0.51614046,0.18250316,-40.481445,24.132463
5753,/m/0b9rdk,/m/0b9rdk,film film genre,0.4171425,0.062625766,29.786377,-0.2676476
10510,/m/0fqww,/m/0fqww,location location adjoin s. location adjoining relationship adjoins,0.3054077,0.14650595,17.717007,-11.042219
8346,/m/0m123,/m/0m123,award award category nominees. award award nomination nominated for,0.34543496,-0.19135082,46.65156,-1.4612799
6548,/m/0fpkxfd,/m/0fpkxfd,film film film festivals,0.006033674,-0.10325289,3.3579957,24.12595
11133,/m/033dbw,/m/033dbw,film actor film. film performance film,0.41737366,-0.34112585,50.382114,-9.680955
13822,/m/02fp82,/m/02fp82,common topic webpage. common webpage category,0.23121335,0.17893869,10.967913,3.3541727
14478,/m/01pqx6,/m/01pqx6,award award category winners. award award honor award winner,0.11751981,0.19954735,-0.57008433,-2.900863
5425,/m/03y_46,/m/03y_46,award award winner awards won. award award honor award winner,-0.70611227,0.11906248,-53.48184,16.397778
452,/m/050r1z,/m/050r1z,award award category nominees. award award nomination nominated for,0.21895231,-0.28415954,53.626415,-1.5862207
1889,/m/036c_0,/m/036c_0,people person profession,0.09603353,0.28098685,-5.571102,12.244011
4279,/m/03f4xvm,/m/03f4xvm,award award winner awards won. award award honor award winner,-0.5378523,0.29372555,-36.948505,21.47297
2925,/m/0ckrgs,/m/0ckrgs,film film genre,0.33934933,0.1372748,18.09914,2.5962586
9512,/m/07d3x,/m/07d3x,influence influence node influenced by,-0.48433638,0.28931606,-37.202267,17.005056
4349,/m/04gnbv1,/m/04gnbv1,award award nominee award nominations. award award nomination award nominee,-0.42038953,0.3297205,-30.389563,17.311037
626,/m/0kbvb,/m/0kbvb,olympics olympic participating country medals won. olympics olympic medal honor olympics,-0.44309515,-1.162863,-15.619283,-34.626102
1776,/m/0r540,/m/0r540,location location contains,0.3383826,-0.05680394,12.287849,-27.046482
9774,/m/033cw,/m/033cw,award award nominee award nominations. award award nomination award,-0.095038995,0.30632,-12.451471,21.250639
7119,/m/06wpc,/m/06wpc,sports professional sports team draft picks. sports sports league draft pick school,0.14251532,0.22896051,1.5852118,6.190425
5663,/m/09fp45,/m/09fp45,people person profession,0.012848213,0.30599475,-5.9777026,16.648535
11936,/m/01tmng,/m/01tmng,business job title people with this title. business employment tenure company,0.22318844,0.18684125,16.17108,8.734337
12884,/m/0h6sv,/m/0h6sv,music genre artists,-0.65970683,0.17178643,-47.33489,19.994892
5139,/m/03n69x,/m/03n69x,sports pro athlete teams. sports sports team roster team,0.21607088,0.119876444,6.6329017,-0.70602375
7149,/m/0124ld,/m/0124ld,olympics olympic games sports,-0.12938291,-0.4596691,-17.406147,-30.279127
9932,/m/08k1lz,/m/08k1lz,education educational institution students graduates. education education student,0.14295517,0.26108724,-0.78898436,15.69327
8379,/m/02xcb6n,/m/02xcb6n,award award category nominees. award award nomination nominated for,-0.362113,0.00066387653,-24.866592,-19.312757
1894,/m/0c6g29,/m/0c6g29,film film costume design by,-0.51479334,0.251288,-41.85269,15.640917
6311,/m/04glx0,/m/04glx0,tv tv network programs. tv tv network duration program,0.20951487,0.16592044,2.7362404,19.01334
9446,/m/0kn3g,/m/0kn3g,music genre artists,-0.34130937,0.27369332,-27.62768,19.131636
3114,/m/02r5dz,/m/02r5dz,business job title people with this title. business employment tenure company,0.04234235,0.29908806,-7.025702,8.046251
4173,/m/01y64_,/m/01y64_,award award nominee award nominations. award award nomination award nominee,-0.57487726,0.22042269,-42.83884,11.160112
727,/m/0kv2hv,/m/0kv2hv,award award winning work awards won. award award honor honored for,0.46018606,-0.50789785,56.879913,-9.783931
11612,/m/03cf9ly,/m/03cf9ly,tv tv producer programs produced. tv tv producer term program,0.28453493,0.020829082,39.025284,1.8051776
7144,/m/08y2fn,/m/08y2fn,media common netflix genre titles,0.33854777,-0.14285797,42.463573,3.3593562
27,/m/05r4w,/m/05r4w,film film release date s. film film regional release date film release region,-0.4799087,-1.3546739,-12.265026,-38.21507
8518,/m/02f1c,/m/02f1c,award award nominee award nominations. award award nomination award nominee,-0.6824113,0.10264993,-50.8234,21.451702
13213,/m/0cm19f,/m/0cm19f,people person sibling s. people sibling relationship sibling,-0.10570407,0.2864036,-11.770627,19.310102
8821,/m/041288,/m/041288,organization organization member member of. organization organization membership organization,-0.3568414,-0.869833,-10.924265,-26.076769
11253,/m/01tjt2,/m/01tjt2,location location adjoin s. location adjoining relationship adjoins,0.42006713,-0.098896444,23.826874,-18.531713
11787,/m/01f9y_,/m/01f9y_,music genre artists,0.12720917,0.2396316,-2.4577856,2.62953
12156,/m/02drd3,/m/02drd3,award award nominee award nominations. award award nomination award nominee,-0.4168918,0.30739808,-28.34519,22.553028
12075,/m/0qpsn,/m/0qpsn,location location contains,0.2586292,-0.048814237,6.612601,-26.307924
10987,/m/02kc008,/m/02kc008,food food nutrients. food nutrition fact nutrient,-0.009869128,-0.18427497,25.838272,-29.766605
3228,/m/0m7yy,/m/0m7yy,award award category winners. award award honor award winner,-0.60934585,-0.53424835,-29.17697,-25.19624
5967,/m/05b_gq,/m/05b_gq,award award category nominees. award award nomination nominated for,0.4001602,-0.340748,50.522655,-2.3804874
7066,/m/026r8q,/m/026r8q,award award winner awards won. award award honor award winner,-0.72785276,0.07232863,-55.97975,10.510656
1146,/m/026q3s3,/m/026q3s3,film actor film. film performance film,0.32688302,-0.05916047,42.203133,2.7382915
10882,/m/0drr3,/m/0drr3,location location adjoin s. location adjoining relationship adjoins,0.47510213,-0.10602257,21.940054,-19.612095
5409,/m/0786vq,/m/0786vq,soccer football team current roster. sports sports team roster position,0.25707436,0.17737359,-1.8386829,-11.039744
10209,/m/0199wf,/m/0199wf,film actor film. film performance film,0.30147672,-0.30553234,51.474705,-4.5328655
5143,/m/015hr,/m/015hr,film film release date s. film film regional release date film regional debut venue,-0.32141012,-0.6716077,46.47517,-19.22166
14065,/m/0mvsg,/m/0mvsg,location hud foreclosure area estimated number of mortgages. measurement unit dated integer source,0.4114225,0.09514928,19.334206,-6.507921
13893,/m/02x_y,/m/02x_y,award award category disciplines or subjects,0.056639448,0.25970864,-14.906095,0.90428406
2041,/m/01b195,/m/01b195,film actor film. film performance film,0.42821163,-0.40418863,54.53655,-6.6871886
11792,/m/0m2j5,/m/0m2j5,location location contains,0.21276237,0.14827377,9.891804,18.67053
4920,/m/054bt3,/m/054bt3,award award nominee award nominations. award award nomination award,-0.13517183,0.24412394,-12.527396,25.829489
8308,/m/01q8hj,/m/01q8hj,education educational institution students graduates. education education major field of study,0.39756358,-0.018349767,20.954693,-21.170471
5067,/m/01vvzb1,/m/01vvzb1,music genre artists,-0.5840603,0.19814408,-37.93234,22.457064
10926,/m/04fjzv,/m/04fjzv,film film release date s. film film regional release date film release region,0.40259475,-0.2991764,49.834347,-4.659875
6691,/m/02wb6d,/m/02wb6d,film film music,-0.5361318,0.13410366,-48.045757,23.915316
5344,/m/08s_lw,/m/08s_lw,award award nominee award nominations. award award nomination award nominee,-0.7535791,0.082104504,-53.99228,19.49153
6592,/m/02079p,/m/02079p,government government office category officeholders. government government position held jurisdiction of office,0.28143317,0.1448254,9.807346,4.828683
11423,/m/09xwz,/m/09xwz,organization organization founder organizations founded,0.121280566,0.20861632,-1.0901845,18.967747
4844,/m/09fc83,/m/09fc83,tv tv program regular cast. tv regular tv appearance actor,0.3157227,-0.23340622,52.887012,2.4400082
9083,/m/04xg2f,/m/04xg2f,film film genre,0.3011669,-0.39616638,61.997124,-2.40152
2085,/m/06ncr,/m/06ncr,music performance role track performances. music track contribution role,-0.41237235,-1.3196237,-16.295155,-35.83065
3143,/m/02n9bh,/m/02n9bh,award award category nominees. award award nomination nominated for,0.39784008,-0.39659083,55.91808,-7.2231646
6888,/m/01_k71,/m/01_k71,award award nominee award nominations. award award nomination award nominee,0.0069087,0.30094767,-9.784337,15.777776
10894,/m/044bn,/m/044bn,film actor film. film performance film,-0.109501764,0.34038484,-15.381472,11.320084
6211,/m/06fqlk,/m/06fqlk,film actor film. film performance film,0.347354,-0.23611644,51.914642,-2.4875782
11097,/m/015qq1,/m/015qq1,education educational institution students graduates. education education student,-0.3160901,0.33381617,-24.436375,14.717346
12257,/m/0kv36,/m/0kv36,location location adjoin s. location adjoining relationship adjoins,0.46202797,-0.118439436,21.860361,-16.568802
2851,/m/0n6bs,/m/0n6bs,location location contains,0.4256947,0.047792017,20.20008,-5.1484065
10084,/m/0fxwx,/m/0fxwx,location hud foreclosure area estimated number of mortgages. measurement unit dated integer source,0.22703089,0.16905421,-3.0179,-8.562792
9324,/m/0dbbz,/m/0dbbz,award award nominee award nominations. award award nomination award,-0.20526373,0.33965474,-19.25665,22.651348
4930,/m/027km64,/m/027km64,award award nominee award nominations. award award nomination award nominee,-0.36598933,0.3240583,-26.32415,14.243828
6653,/m/024tkd,/m/024tkd,government legislative session members. government government position held legislative sessions,0.12141715,-0.39541203,46.17974,-17.184668
8977,/m/01z452,/m/01z452,award award category nominees. award award nomination nominated for,0.41848385,-0.25478786,47.913315,-1.7006972
13659,/m/0kv7k,/m/0kv7k,location location contains,0.25216252,0.21720505,11.946599,3.8738403
6,/m/01sl1q,/m/01sl1q,award award nominee award nominations. award award nomination award nominee,-0.53844416,0.2251187,-41.446106,14.414153
4978,/m/01cbt3,/m/01cbt3,film film music,-0.56041783,0.23819554,-43.019794,12.000452
4700,/m/03d8m4,/m/03d8m4,base x2010fifaworldcupsouthafrica world cup squad current world cup squad. base x2010fifaworldcupsouthafrica current world cup squad current club,0.2301795,0.12590992,5.320641,-7.6546836
3443,/m/016ksk,/m/016ksk,people person profession,-0.35388693,0.3006245,-27.830496,9.088712
7043,/m/09q17,/m/09q17,media common netflix genre titles,-0.6222887,-0.8360726,-16.235216,-41.79625
12873,/m/0b9f7t,/m/0b9f7t,people person place of birth,-0.12760644,0.3383019,-11.613073,9.118987
9502,/m/0517bc,/m/0517bc,film actor film. film performance film,-0.1794066,0.34079397,-22.761465,18.649725
9939,/m/07t3x8,/m/07t3x8,award award nominee award nominations. award award nomination award,-0.13405001,0.29982305,-14.475947,6.0213118
10726,/m/02lwv5,/m/02lwv5,location location contains,0.102245584,0.24159026,-13.175246,1.227307
5279,/m/03fnmd,/m/03fnmd,soccer football team current roster. soccer football roster position position,0.24467297,0.19284761,4.5833845,-0.879002
7618,/m/08k05y,/m/08k05y,soccer football team current roster. soccer football roster position position,0.27469385,0.22229612,6.3194346,-2.351288
7238,/m/026mj,/m/026mj,government legislative session members. government government position held district represented,0.011939123,-0.47672978,-0.36283553,-32.99217
7244,/m/01cm8w,/m/01cm8w,film film release date s. film film regional release date film release region,0.4676082,-0.22430313,45.22904,0.02533378
11069,/m/07_fl,/m/07_fl,people person places lived. people place lived location,0.36795372,-0.20111138,7.3144207,-28.07641
3501,/m/04gp1d,/m/04gp1d,government legislative session members. government government position held legislative sessions,0.12366037,-0.4167662,45.885277,-17.471954
8375,/m/042v2,/m/042v2,education educational institution students graduates. education education student,-0.3321116,0.32056987,-33.315353,15.428293
7752,/m/04hhv,/m/04hhv,location location adjoin s. location adjoining relationship adjoins,0.11360131,-0.34396058,5.4162374,-36.99517
13004,/m/0jclr,/m/0jclr,location location adjoin s. location adjoining relationship adjoins,0.30888432,0.11236215,22.418436,6.72461
13042,/m/04pbsq,/m/04pbsq,soccer football team current roster. sports sports team roster position,0.3993886,0.042911172,20.396744,-7.4951406
12057,/m/01fc50,/m/01fc50,film film genre,0.32841587,0.076688945,11.691159,-21.827927
2780,/m/0cv3w,/m/0cv3w,people person spouse s. people marriage location of ceremony,0.092593506,-0.5247841,-0.35796583,-31.035051
10794,/m/0d__g,/m/0d__g,people person profession,0.069480196,0.24594945,-6.403283,0.5735952
1389,/m/02rdyk7,/m/02rdyk7,award award category nominees. award award nomination nominated for,-0.79840946,-0.84978914,-26.837734,-29.869684
4649,/m/0fbtbt,/m/0fbtbt,award award nominee award nominations. award award nomination award,-0.7143302,-0.7753636,-27.843403,-28.314077
8445,/m/0m2cb,/m/0m2cb,location location adjoin s. location adjoining relationship adjoins,0.2691123,0.12283462,7.732281,-0.49014637
10876,/m/0hpz8,/m/0hpz8,people person places lived. people place lived location,-0.49558067,0.24492949,-36.975555,13.038913
10370,/m/065mm1,/m/065mm1,film actor film. film performance film,0.27534127,0.17661774,22.623787,4.4114237
10145,/m/0fwc0,/m/0fwc0,location location contains,0.3101828,-0.008668959,9.115522,-26.492607
5491,/m/013b2h,/m/013b2h,award award category winners. award award honor ceremony,-0.09165758,-0.5698332,-10.848628,-25.00914
1530,/m/015pkc,/m/015pkc,award award nominee award nominations. award award nomination award nominee,-0.697162,0.1503731,-52.292255,12.516239
13409,/m/0b_cr,/m/0b_cr,location location contains,0.28048837,0.108986616,11.475296,-19.554655
12306,/m/018lbg,/m/018lbg,people person place of birth,0.28488445,0.1732449,4.8878946,-16.29642
3848,/m/01b65l,/m/01b65l,award award winning work awards won. award award honor award,0.4341445,-0.09106475,40.838226,-0.5842427
11023,/m/02mg7n,/m/02mg7n,education educational institution students graduates. education education student,0.39511174,0.065307915,15.698934,-19.385422
5085,/m/02pg45,/m/02pg45,film actor film. film performance film,0.34912163,-0.32553792,51.84254,-0.80741596
3680,/m/0kk9v,/m/0kk9v,film film production companies,-0.6885995,-0.0043387413,-55.297825,9.244155
13214,/m/05f260,/m/05f260,film film distributor films distributed. film film film distributor relationship film,0.13755916,0.09582734,-0.9389323,16.800615
3262,/m/03gkn5,/m/03gkn5,people person employment history. business employment tenure company,-0.19271201,0.31920284,-16.644855,23.611897
2414,/m/05zy2cy,/m/05zy2cy,film film other crew. film film crew gig film crew role,0.41917235,-0.27216008,46.04392,-7.555298
400,/m/06cs95,/m/06cs95,tv tv program regular cast. tv regular tv appearance actor,0.33866376,0.09098339,25.33355,-4.359925
757,/m/04sx9_,/m/04sx9_,award award winner awards won. award award honor award winner,-0.644379,0.20311064,-47.962986,15.974297
4011,/m/0kqj1,/m/0kqj1,education educational institution students graduates. education education student,0.2288085,0.18863302,12.537453,-8.948244
7784,/m/02633g,/m/02633g,influence influence node influenced by,-0.32542786,0.32130438,-20.285301,20.869812
10015,/m/027l4q,/m/027l4q,people person places lived. people place lived location,0.16434596,-0.16006121,1.0983229,-29.778688
12590,/m/0vp5f,/m/0vp5f,people person places lived. people place lived location,0.4107375,0.016078234,13.123271,-21.22697
1193,/m/048lv,/m/048lv,award award nominee award nominations. award award nomination award nominee,-0.8418014,-0.04504299,-59.871403,15.276045
7461,/m/01xq8v,/m/01xq8v,film film language,0.4164492,-0.45275477,57.73916,-7.8754683
6790,/m/0mg1w,/m/0mg1w,education educational institution students graduates. education education major field of study,-0.15803747,-0.73254424,-20.51994,-29.433676
10318,/m/0cc1v,/m/0cc1v,location location adjoin s. location adjoining relationship adjoins,0.1851192,0.21101952,3.717093,1.0367675
9431,/m/0f2s6,/m/0f2s6,people person places lived. people place lived location,0.1564392,-0.26413387,1.062381,-29.972218
3185,/m/07yvsn,/m/07yvsn,film actor film. film performance film,0.37375408,-0.35896373,54.448082,-3.759766
11769,/m/02hg53,/m/02hg53,people person profession,-0.02508764,0.3133639,-9.223817,16.919062
11409,/m/06kcjr,/m/06kcjr,music genre artists,0.1159734,0.19000578,4.3986998,11.105222
6291,/m/025v1sx,/m/025v1sx,sports sports position players. sports sports team roster team,0.24606638,0.1663329,20.583246,10.023396
8099,/m/09r_wb,/m/09r_wb,people person languages,-0.06452288,0.30007577,-6.2591553,20.870531
6547,/m/05cc1,/m/05cc1,location location adjoin s. location adjoining relationship adjoins,0.28421384,-0.19738024,5.7613387,-35.59354
3997,/m/02yplc,/m/02yplc,film actor film. film performance film,0.24063687,0.19606471,15.743347,-0.08216058
2417,/m/017t44,/m/017t44,location location contains,0.3432411,0.12493205,22.760044,-8.659653
10748,/m/04kjvt,/m/04kjvt,music record label artist,0.13565128,0.2300021,0.116166055,17.543837
11266,/m/0h63q6t,/m/0h63q6t,film film other crew. film film crew gig film crew role,0.3719573,0.09568924,24.969284,-4.723159
90,/m/09nqf,/m/09nqf,film film estimated budget. measurement unit dated money value currency,-0.5625301,-1.4450219,-14.169589,-38.548172
12303,/m/0bbc17,/m/0bbc17,film film genre,0.06056048,0.17837077,-1.4005541,11.277894
12616,/m/0ckt6,/m/0ckt6,film film genre,0.40855372,-0.09442735,43.17689,-1.8592235
1746,/m/0f25w9,/m/0f25w9,food food nutrients. food nutrition fact nutrient,0.30475968,0.13124156,19.249475,0.3805675
12753,/m/03z1c5,/m/03z1c5,soccer football team current roster. soccer football roster position position,0.12853615,0.18906629,-1.9558991,-0.6105257
6965,/m/040696,/m/040696,award award winner awards won. award award honor award winner,-0.74179745,0.107059956,-49.907482,19.097319
3585,/m/047fjjr,/m/047fjjr,film film release date s. film film regional release date film release region,0.377549,-0.052006125,41.380745,0.5479208
2881,/m/03hr1p,/m/03hr1p,olympics olympic sport athletes. olympics olympic athlete affiliation country,-0.23748085,-0.5254865,-19.24626,-29.043222
13174,/m/01vs8ng,/m/01vs8ng,music genre artists,-0.26065946,0.33891463,-22.950703,21.933903
11401,/m/01tsbmv,/m/01tsbmv,film actor film. film performance film,-0.18196389,0.3444072,-24.3042,18.720043
8486,/m/041jlr,/m/041jlr,influence influence node influenced by,-0.425444,0.2796666,-32.857582,11.375655
7611,/m/07kbp5,/m/07kbp5,sports sports position players. sports sports team roster team,0.34995967,-0.07481891,23.518623,11.910622
822,/m/0mw93,/m/0mw93,location location adjoin s. location adjoining relationship adjoins,0.12511335,0.20622003,-4.927096,6.233087
9132,/m/07m2y,/m/07m2y,music performance role track performances. music track contribution role,-0.30684677,-1.2192563,-16.680882,-35.821087
4082,/m/01dvms,/m/01dvms,award award nominee award nominations. award award nomination award,-0.20835933,0.32535785,-16.021992,25.005465
1988,/m/07p62k,/m/07p62k,film actor film. film performance film,0.34637916,0.00898546,40.17026,1.4758041
7478,/m/08t7nz,/m/08t7nz,film film cinematography,-0.44144988,0.3293664,-29.124899,20.303562
2184,/m/01b7b,/m/01b7b,people profession specialization of,0.06920613,0.22796679,-7.979209,17.587557
13130,/m/014cw2,/m/014cw2,music artist track contributions. music track contribution role,-0.11728698,0.2708575,-16.080711,22.219318
7612,/m/02n9k,/m/02n9k,influence influence node influenced by,-0.18200183,0.3164531,-17.59044,13.966131
10937,/m/02d6n_,/m/02d6n_,film actor film. film performance film,-0.17371918,0.22246236,-23.301752,16.429825
8702,/m/0151zx,/m/0151zx,film actor film. film performance film,0.046329126,0.28285605,-7.624676,10.915367
9157,/m/012qjw,/m/012qjw,medicine symptom symptom of,0.32979745,0.13519555,20.51387,2.0274825
9755,/m/05byxm,/m/05byxm,music record label artist,0.41027707,0.023593128,27.047724,-6.8855824
5198,/m/03zv9,/m/03zv9,sports sports league teams. sports sports league participation team,0.07371278,0.15923911,12.510177,15.990447
14284,/m/01lkky,/m/01lkky,user tsegaran random taxonomy subject entry. user tsegaran random taxonomy entry taxonomy,0.011053577,0.3149737,-12.609653,7.956278
7251,/m/087z12,/m/087z12,film actor film. film performance film,-0.042570084,0.26376325,-10.533449,12.607738
10037,/m/02twdq,/m/02twdq,music genre artists,0.022038534,0.27028286,-11.199161,16.813818
13353,/m/0bmfpc,/m/0bmfpc,music genre parent genre,0.23680954,0.08864176,1.6754369,-7.0258517
11784,/m/06kqt3,/m/06kqt3,education educational institution colors,0.05882539,-0.7550354,8.269388,-31.270386
8270,/m/03pc89,/m/03pc89,award award category nominees. award award nomination nominated for,0.40216702,-0.441635,57.417454,-6.272704
6991,/m/02j04_,/m/02j04_,education educational institution students graduates. education education major field of study,0.38486475,0.08280516,13.732932,-18.489697
13608,/m/0146bp,/m/0146bp,medicine disease risk factors,0.18146189,0.22720295,-3.1201699,-6.983714
8976,/m/01gkmx,/m/01gkmx,base popstra celebrity dated. base popstra dated participant,-0.579959,0.2250036,-41.217907,13.593783
7305,/m/07nx9j,/m/07nx9j,film actor film. film performance film,-0.45323357,0.3060233,-36.160076,12.870721
2607,/m/0cr3d,/m/0cr3d,people person places lived. people place lived location,-0.24028032,-1.0380849,-1.8004164,-32.517918
12184,/m/02swsm,/m/02swsm,music record label artist,-0.06400788,0.29774004,-15.5847,8.096678
7777,/m/014pg1,/m/014pg1,music performance role regular performances. music group membership group,-0.2428122,-0.064371824,-37.763325,29.479036
7373,/m/0b_xm,/m/0b_xm,music performance role regular performances. music group membership group,-0.47091997,-0.14645046,-40.13845,29.772657
4246,/m/06tpmy,/m/06tpmy,film film release date s. film film regional release date film release region,0.32634604,0.0046773553,41.10029,0.8526706
12317,/m/088cp,/m/088cp,location location contains,0.1447284,0.080917954,-11.151082,-8.930835
4050,/m/05q8pss,/m/05q8pss,award award nominee award nominations. award award nomination award,-0.67152387,-0.63448846,-28.31771,-27.090532
13760,/m/0fs44,/m/0fs44,location country capital,-0.019735396,0.3130471,-7.48491,16.035458
