entity_raw,entity,degree
/m/01r6jt2,Jule Styne,33
/m/01vvdm,Sammy Cahn,31
/m/03q5db,Legend,33
/m/01rm8b,Simply Red,24
/m/04k15,Ludwig van Beethoven,27
/m/02k13d,Correspondent-GB,26
/m/01_8w2,CBS News,9
/m/012vwb,Clemson University,41
/m/07h34,Tennessee,118
/m/01pq4w,Vanderbilt University,67
/m/015wnl,John Hurt,48
/m/0kvgtf,Even Cowgirls Get the Blues,43
/m/092ys_y,Tom Johnson,51
/m/01wb95,The Greatest Story Ever Told,38
/m/0bmhvpr,The Descendants,116
/m/01lly5,Tom Kenny,19
/m/071cn,Syracuse,34
/m/063ykwt,The Good Wife,48
/m/0chrwb,Liam O'Brien,11
/m/09r9dp,Jon Hamm,102
/m/07kh6f3,The Town,52
/m/02mplj,Hamburger SV,18
/m/063472,Joe Pasternak,15
/m/0k8z,Apple Inc.,29
/m/0r679,Cupertino,22
/m/0178g,Boeing,22
/m/0kh6b,David Attenborough,24
/m/0b_6zk,1996 NCAA Men's Division I Basketball Tournament,30
/m/02ptzz0,Wake Forest Demon Deacons men's basketball,27
/m/04psf,Leukemia,21
/m/0ly5n,Fred MacMurray,15
/m/0h9c,Astronomer-GB,8
/m/06q2q,Scientist-GB,37
/m/08vd2q,Sunday Bloody Sunday-GB,36
/m/02b1cn,Dunfermline Athletic F.C.,11
/m/05_pkf,Randy Edelman,27
/m/0br1w,J. Michael Straczynski,35
/m/0xrzh,Paterson,20
/m/03xkps,Beau Bridges,45
/m/063lqs,Hogan Sheffer,48
/m/02b2np,Hull City A.F.C.,26
/m/01pr6q7,Max Steiner,29
/m/0c3xw46,Friends with Benefits,66
/m/07vfj,University of Rochester,40
/m/01xbpn,Orlando Pirates,10
/m/02g5h5,Peter MacNicol,58
/m/05mkhs,Emile Hirsch,48
/m/0164nb,David Hasselhoff,30
/m/03v0t,Illinois,162
/m/0xddr,Bloomington,11
/m/02qzmz6,Sliver,32
/m/0kw4j,American University,42
/m/02pqs8l,True Blood,62
/m/0ytc,A.S. Roma,21
/m/04s7y,Manitoba,17
/m/01kxnd,Brandon,2
/m/0yx7h,Fatal Attraction,36
/m/01vqrm,Atom Egoyan,29
/m/0fqyzz,Robert Lantos,34
/m/0dgshf6,Hundred Flowers Award for Best Actress,7
/m/0gjcrrw,I Don't Know How She Does It,68
/m/059_y8d,2009 Berlin International Film Festival,17
/m/0qr4n,Prescott,12
/m/02ht1k,A Mighty Wind,47
/m/01wzlxj,D'Angelo,46
/m/01cky2,Grammy Award for Best R&B Song,97
/m/01gv_f,Ann-Margret,34
/m/01f08r,Dubai,18
/m/05c26ss,Madagascar 3: Europe's Most Wanted,90
/m/0mlyw,Skagit County,10
/m/07s8hms,Michael Stuhlbarg,91
/m/0cjsxp,Michael Shannon,120
/m/080nwsb,Footloose,50
/m/02_qt,Final Fantasy: The Spirits Within,26
/m/0639bg,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",64
/m/05qck,Presidential Medal of Freedom,41
/m/0d_wms,Superman II: The Richard Donner Cut,44
/m/05sy2k_,The Vampire Diaries,18
/m/0f8pz,Andrew Lloyd Webber,55
/m/047fjjr,Shanghai,60
/m/088_9g,Frosinone Calcio,8
/m/0bt7ws,Angela Kinsey,81
/m/019vgs,Tim Allen,42
/m/03q0r1,Cars,112
/m/0jgx,Armenia,100
/m/017vkx,Trevor Horn,36
/m/03z106,We Were Soldiers,34
/m/05jm7,Neil Gaiman,57
/m/0c57yj,Mumford,40
/m/062dn7,Robert Pattinson,52
/m/013_vh,Daniel Radcliffe,38
/m/076_74,James Schamus,41
/m/0dx8gj,"Lust, Caution",53
/m/03f5vvx,Margaret Thatcher,21
/m/01_xtx,Bradley Cooper,67
/m/02jtjz,Julia Stiles,48
/m/0bkg4,Brian May,40
/m/01fs_4,Bea Arthur,29
/m/06gd4,Robert Fripp,34
/m/0btyl,Ava Gardner,21
/m/02b0xq,A.F.C. Bournemouth,15
/m/025t9b,Jason Isaacs,51
/m/0jrqq,M. Night Shyamalan,69
/m/015kg1,Epitaph Records,11
/m/0mgcr,The Offspring,24
/m/02xv8m,Oliver Platt,57
/m/0843m,Windsor,12
/m/03nfmq,Architecture,48
/m/0bbxx9b,Randy Thom,57
/m/0b1f49,Brad Grey,60
/m/04lqvlr,Il Divo,27
/m/0mcl0,Out of Africa,66
/m/0r4xt,Coronado,12
/m/0cqt90,Donald Trump,38
/m/019w9j,Rhythmic gymnastics,40
/m/0198b6,Happy Together,57
/m/02bh8z,Warner Music Group,59
/m/01gfq4,Rykodisc,14
/m/0fhpv4,BFCA Critics' Choice Award for Best Composer,107
/m/01gg59,A. R. Rahman,86
/m/04n_g,Lee Marvin,21
/m/0rj0z,Fort Lauderdale,18
/m/01v40wd,Nas,43
/m/01vxlbm,Kelis,41
/m/06jnvs,Greg Daniels,80
/m/0cj2nl,Lee Eisenberg,50
/m/02dpl9,The City of Lost Children,45
/m/0ymdn,"Trinity College, Oxford",11
/m/01n1pp,University of Bologna,14
/m/061_f,Pear,62
/m/0466p20,gamma-Tocopherol,8
/m/02z1nbg,National Board of Review Award for Best Actress,81
/m/024vjd,Grammy Award for Best Chamber Music Performance,28
/m/02rq8k8,Shining Through,37
/m/0cpz4k,America's Got Talent,21
/m/03ccq3s,Primetime Emmy Award for Outstanding Writing - Comedy Series,89
/m/07yp0f,Vera Farmiga,50
/m/04ly1,Louisiana,104
/m/0gcrg,Seven Brides for Seven Brothers,28
/m/01tc9r,Howard Shore,88
/m/02x1z2s,Satellite Award for Best Animated or Mixed Media Feature,109
/m/04w58,Monaco,46
/m/01b1pf,University of the Philippines,11
/m/0cf_h9,Patrick O'Neal,14
/m/07gxw,Techno,34
/m/08cyft,Electronic dance music,57
/m/0p_47,Steve Martin,134
/m/02psqkz,Kingdom of Italy,55
/m/05_5rjx,Midnight in the Garden of Good and Evil,35
/m/09b3v,The Walt Disney Company,118
/m/05m_jsg,Killers,42
/m/023znp,Emerson College,31
/m/0288crq,Salim Kumar,6
/m/0h3mrc,Mindy Kaling,104
/m/0435vm,The Island,37
/m/02f6xy,MTV Video Music Award for Best Male Video,84
/m/08vr94,Kristen Wiig,76
/m/0gywn,Soul music,149
/m/01vvyfh,George Michael,64
/m/01svw8n,Fergie,83
/m/01qq_lp,Sophia Loren,67
/m/050t68,Fyvush Finkel,56
/m/01vtqml,Ozzy Osbourne,45
/m/01ttg5,Anthony Kiedis,56
/m/09lk2,Nord,7
/m/0d8r8,Lille,7
/m/031b3h,Grammy Award for Best R&B Album,63
/m/024mpp,Hulk,90
/m/0dlw0,Umbria,5
/m/062ftr,Paul Feig,34
/m/0mj0c,William James,30
/m/01zmqw,Ridgefield,14
/m/015whm,Being There,43
/m/01p5yn,Lorimar Television,8
/m/0kk9v,Pixar,38
/m/027s39y,WALL-E,62
/m/0q59y,George Abbott,28
/m/025v3k,University of Minnesota,84
/m/01ymvk,Virginia Military Institute,24
/m/02_2kg,Oberlin Conservatory of Music,9
/m/03__y,Jordan,47
/m/04fhn_,James Rebhorn,19
/m/065dc4,The Da Vinci Code,40
/m/02h761,Ruth Prawer Jhabvala,39
/m/01wb8bs,Roger Bart,69
/m/05dxl5,Andrea Bowen,80
/m/09r8l,Waylon Jennings,34
/m/0gyh2wm,Hyde Park on Hudson,54
/m/0f6c3,Attorney general,57
/m/0bzyh,Robert Altman,60
/m/06m6z6,David O. Russell,45
/m/01vrkdt,Wendy Melvoin,34
/m/02g75,Dan Simmons,19
/m/0sf9_,Peoria,20
/m/04lqvly,Waltz with Bashir,44
/m/03hkp,Hebrew Language,37
/m/01p970,Tabla,64
/m/047kn_,Lyngby Boldklub,7
/m/014635,Mark Twain,32
/m/01___w,Lecturer-GB,9
/m/0jhn7,1996 Summer Olympics,179
/m/02cm2m,Kyle McCulloch,25
/m/01gssm,13th United States Congress,41
/m/047q2wc,Jim Wilson,80
/m/02v0ff,Al Roker,74
/m/01jr6,Berkeley,49
/m/01wn718,Lupe Fiasco,36
/m/03t5b6,Grammy Award for Best Rap Solo Performance,49
/m/01vw8k,Troy,52
/m/016yzz,Sam Shepard,37
/m/047tsx3,The Notebook,74
/m/0sb1r,Lake Forest,11
/m/0fr0t,Tucson,42
/m/0h9dj,Skin cancer,4
/m/0bxfmk,Mali Finn,8
/m/0jymd,Laura,60
/m/0ncj8,Boulder,22
/m/0blpg,Everyone Says I Love You,70
/m/0bsjcw,Tony Award for Best Featured Actress in a Play,55
/m/033srr,National Treasure,42
/m/05842k,Percussion,263
/m/0pd6l,Nicholas and Alexandra,39
/m/099bk,Martin Heidegger,28
/m/0372p,Gottfried Wilhelm von Leibniz,30
/m/0fdys,English Literature,127
/m/02lnbg,Dance-pop,93
/m/0gbwp,Janet Jackson,92
/m/0184tc,Labyrinth,47
/m/04w391,Shia LaBeouf,89
/m/011yfd,Il Postino: The Postman,30
/m/038bht,William Petersen,35
/m/05t7c1,University of Hamburg,19
/m/01dvtx,Leo Strauss,31
/m/01nm3s,John Goodman,69
/m/01g23m,Kate Hudson,89
/m/0425c5,FC Seoul,15
/m/03hmt9b,Slumdog Millionaire,106
/m/07h07,Tom Stoppard,48
/m/0320fn,Short Cuts,47
/m/0163m1,"Earth, Wind & Fire",41
/m/0gj50,All My Children,67
/m/025mb9,Grammy Award for Best Instrumental Arrangement Accompanying Vocalist(s),53
/m/037lyl,Johnny Mandel,31
/m/06gh0t,Jason Momoa,29
/m/06mnbn,Lena Headey,35
/m/09r4xx,DeWitt Clinton High School,20
/m/02dk5q,State school,5
/m/03qbh5,Grammy Award for Best Pop Collaboration with Vocals,137
/m/04pf4r,Harry Gregson-Williams,47
/m/06fxnf,John Powell,59
/m/0btbyn,3:10 to Yuma,41
/m/0884hk,Adam Horowitz,44
/m/09hd16,Carlton Cuse,58
/m/0n04r,Anatomy of a Murder,46
/m/0v9qg,Grand Rapids,25
/m/02wxvtv,Sharat Saxena,6
/m/01w8g3,Calendar Girls,29
/m/0lcx,Albert Camus,32
/m/01c8v0,Mark Knopfler,52
/m/0hyxv,Glasgow,50
/m/01y888,University of Geneva,15
/m/0g9yrw,Howard the Duck,35
/m/043s3,John Locke,35
/m/0h584v,Elizabeth Sarnoff,52
/m/01xndd,J.J. Abrams,91
/m/04m_zp,Graham Yost,44
/m/015g28,Band of Brothers,62
/m/02_sr1,Rush Hour 2,55
/m/035rnz,Mark Ruffalo,51
/m/02mt51,Eternal Sunshine of the Spotless Mind,93
/m/0gy2y8r,Hope Springs,63
/m/03lq43,Jennifer Esposito,52
/m/06t74h,William Fichtner,87
/m/01m15br,Chris Thile,56
/m/06z6r,Swimming,222
/m/07swvb,Kristen Stewart,71
/m/07s846j,The Social Network,154
/m/0ddcbd5,Johnny English Reborn,31
/m/0nccd,London Borough of Enfield,10
/m/0kv9d3,The Painted Veil,40
/m/02t_v1,Chazz Palminteri,27
/m/050z2,Mike Oldfield,83
/m/01pkhw,Michael Sheen,55
/m/074w86,Deuce Bigalow: European Gigolo,36
/m/034bs,George Orwell,44
/m/01ycck,Alan Parker,34
/m/0c2ry,Carole Lombard,29
/m/03n93,Howard Hughes,28
/m/077qn,Serbia,173
/m/05hj_k,Harvey Weinstein,129
/m/0498y,Kentucky,115
/m/0bqsy,Nelly Furtado,53
/m/08cx5g,Torchwood-GB,26
/m/03bx_5q,Norman Stiles,27
/m/029_3,David Letterman,57
/m/0ph2w,Johnny Carson,43
/m/02d478,21 Grams,43
/m/0fbw6,Cabbage,59
/m/0hqw8p_,Phytonadione,16
/m/0yl27,County Down,6
/m/05bcl,Northern Ireland,38
/m/02lt8,Edgar Allan Poe,52
/m/07dvs,Tajikistan,39
/m/01m1zk,Stamford,22
/m/01n9d9,Stanley Kramer,27
/m/031q3w,Horace Mann School,9
/m/02vyh,First National,10
/m/011k_j,Timpani,114
/m/081g_l,Avex Trax,9
/m/0dl567,Taylor Swift,76
/m/096ysw,ANTI‐,7
/m/016dsy,Marianne Faithfull,38
/m/0gmblvq,Game Change,50
/m/01rf57,Alias,34
/m/02wycg2,Danny McBride,22
/m/06_x996,Up in the Air,78
/m/01hw5kk,Willow,35
/m/04xvh5,Costume drama,120
/m/02kfzz,The Ghost and the Darkness,41
/m/01sn3,Cleveland,79
/m/09sdmz,Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Supporting Role,202
/m/0d05q4,Iraq,71
/m/0h6r5,Goodfellas,74
/m/01gjlw,AS Monaco FC,17
/m/0hm4q,Rector,45
/m/0pmcz,Ruprecht Karl University of Heidelberg,21
/m/03zw80,Dallas Theological Seminary,14
/m/0bpbhm,Cookie's Fortune,36
/m/01f1r4,"University of California, Santa Barbara",52
/m/01lj9,Chemistry,107
/m/01vd7hn,Stuart Duncan,48
/m/01m1dzc,Norman Blake,53
/m/02jsgf,Joan Allen,75
/m/0143hl,University of Bath,17
/m/0824r,Wisconsin,84
/m/04fzk,Kirsten Dunst,92
/m/073749,Jennifer Coolidge,43
/m/02648p,Stargate Atlantis,12
/m/01v3vp,David Ogden Stiers,27
/m/07tw_b,The Producers,40
/m/0cmc26r,A Dangerous Method,91
/m/014z8v,George Carlin,71
/m/01b65l,The Bold and the Beautiful,35
/m/027qq9b,Daytime Emmy Award for Outstanding Daytime Drama Series,35
/m/04mnts,AC Ajaccio,12
/m/0m9_5,East Carolina University,24
/m/07jxpf,Jarhead,45
/m/01tj34,Candice Bergen,56
/m/04gqr,Libya,44
/m/01p1b,Chad,33
/m/02xjb,Freestyle music,3
/m/01wv9p,Marc Anthony,53
/m/02r5qtm,The Big Bang Theory,20
/m/05slvm,Kate Nelligan,44
/m/086sj,Winona Ryder,103
/m/049mql,Alexander,53
/m/015vq_,Bob Hoskins,81
/m/031rx9,Fine Line Features,23
/m/06lpmt,Deconstructing Harry,40
/m/07kb7vh,Zookeeper,37
/m/05c9zr,Eragon,46
/m/0dz8b,Sword and sorcery,4
/m/07cn2c,Stephanie Morgenstern,26
/m/027cyf7,National Board of Review Award for Best Cast,35
/m/02jr6k,Frenzy,43
/m/0410cp,Annabeth Gish,49
/m/027pfb2,Scarlett,21
/m/012ky3,Michel Legrand,49
/m/01sb5r,Joe Walsh,57
/m/0h_9252,66th Tony Awards,31
/m/017yfz,Gil Scott-Heron,38
/m/0jxgx,Pinellas County,12
/m/0lhql,St. Petersburg,20
/m/035wtd,Oklahoma City University,26
/m/0g28b1,Victor Miller,61
/m/026n3rs,Craig Carlson,52
/m/017znw,Hibernian F.C.,18
/m/0308kx,Steven Culp,61
/m/06qm3,Screwball comedy,34
/m/0r0m6,Malibu,77
/m/032zq6,What Dreams May Come,38
/m/0294fd,Miranda Otto,85
/m/014g22,Mary Steenburgen,88
/m/027_tg,FX,12
/m/0gv10,Nantucket,10
/m/01kh2m1,Robert Cray,39
/m/0g83dv,Breaking and Entering,36
/m/011yr9,Elizabeth,76
/m/02qzh2,Jersey Girl,43
/m/03x33n,Southern University and A&M College,31
/m/01wy61y,Ringo Sheena,42
/m/0gqkd,Fukuoka,12
/m/047t_,Kiribati,33
/m/02mqc4,Stockard Channing,69
/m/04y5j64,Six Degrees of Separation,31
/m/08fn5b,Flags of Our Fathers,56
/m/0dh73w,Henry Bumstead,47
/m/01f7v_,Wong Kar-wai,35
/m/05l71,Oakland Raiders,59
/m/092j54,2003 NFL Draft,48
/m/09lhln,Kevin Betsy,28
/m/01wz01,Keir Dullea,44
/m/07nxvj,The Good Shepherd,49
/m/0d61px,The Man in the Iron Mask,31
/m/03nx8mj,Old Dogs,42
/m/0263ycg,Wardrobe Supervisor,34
/m/0bmssv,Night at the Museum,33
/m/0pd57,Airport,45
/m/0171lb,George Seaton,26
/m/0l380,Tulare County,13
/m/07yg2,The Velvet Underground,31
/m/024fz9,Grammy Award for Best Spoken Word Album for Children,45
/m/01m3x5p,Wynton Marsalis,40
/m/04gtdnh,Nancy Williams Watt,61
/m/0f0qfz,Alan Parsons,29
/m/05mv4,Oberlin College,37
/m/02qhlwd,Valkyrie,42
/m/026lg0s,North Carolina Tar Heels football,40
/m/02pqgt8,Milena Canonero,42
/m/036px,Garth Brooks,33
/m/02wrrm,George Kennedy,20
/m/026bt_h,Alabama Crimson Tide Football,32
/m/04cv9m,All the King's Men,39
/m/02ctzb,Caucasian race,81
/m/09b6zr,George W. Bush,57
/m/01242_,Mrs. Brown,41
/m/05fky,North Dakota,58
/m/016ndm,University of Western Ontario,33
/m/025ldg,Kelly Clarkson,54
/m/0_75d,Norristown,13
/m/0fxyd,Montgomery County,19
/m/070g7,Stargate,24
/m/02dth1,Peter Boyle,45
/m/0c3351,Suspense,126
/m/028qdb,Roy Bittan,53
/m/03k0yw,Rick Nowels,41
/m/061xq,Pittsburgh Pirates,47
/m/02gr81,University of Houston,45
/m/02t1cp,William Forsythe,13
/m/0221g_,Texas Christian University,35
/m/0nr_q,Johnson County,11
/m/0nryt,Linn County,10
/m/0219q,Cary Elwes,31
/m/03q8ch,Michael Kahn,54
/m/0hfzr,Schindler's List,95
/m/02v406,Dolph Lundgren,33
/m/03hbzj,"John Romita, Jr.",7
/m/06wkj0,Comics artist,3
/m/01v3ht,University of Wales,14
/m/0j5g9,Wales,60
/m/051q5,Minnesota Vikings,61
/m/02md2d,St. Elsewhere,38
/m/05qb8vx,82nd Academy Awards,45
/m/09qvf4,Primetime Emmy Award for Outstanding Guest Actress - Comedy Series,104
/m/027b9k6,London Film Critics Circle Award for Actress of the Year,47
/m/020923,Boalt Hall,17
/m/01gy7r,Bill Pullman,25
/m/01x72k,Claire Forlani,25
/m/04k4l,League of Nations,62
/m/04j4tx,The Killing Fields,58
/m/07mb57,Chris Menges,22
/m/01trf3,Martin Short,46
/m/01kp66,Holly Hunter,78
/m/03176f,Harry Potter and the Philosopher's Stone,66
/m/06hgbk,Skoda Xanthi F.C.,12
/m/01w524f,Morrissey,38
/m/04snp2,Jeph Loeb,15
/m/0x3b7,Emmylou Harris,139
/m/044qx,James Stewart,53
/m/0gcpc,It's a Wonderful Life,32
/m/01vy_v8,Frank Oz,35
/m/0713r,San Francisco Giants,59
/m/028c_8,Catcher,68
/m/0m8_v,Jean-Claude Van Damme,19
/m/08jbxf,Jade North,15
/m/02vntj,Anne Hathaway,97
/m/01zg98,James Brolin,79
/m/07vf5c,Evita,49
/m/057dxsg,Joseph Kish,15
/m/05v1sb,Lyle R. Wheeler,54
/m/05qg6g,Zoe Saldana,55
/m/0ccvx,Queens,77
/m/0fbx6,Juliette Binoche,60
/m/0lgxj,1952 Summer Olympics,161
/m/03lsq,Houston Texans,64
/m/01q0kg,San Diego State University,50
/m/0dzc16,Emilio Estefan,38
/m/01xcr4,Barbara Walters,39
/m/0h53c_5,Daytime Emmy Award for Outstanding Talk Show,15
/m/0d193h,Pearl Jam,43
/m/017y26,University of Pennsylvania Law School,14
/m/02yplc,Molly Shannon,23
/m/0c2dl,Edward Albee,22
/m/06whf,Samuel Beckett,51
/m/015qt5,Art Carney,23
/m/08t9df,Backbone Entertainment,7
/m/02822,Drama,111
/m/05sns6,Mr. & Mrs. Smith,45
/m/06wjf,Shanghai,33
/m/07jdr,Train,60
/m/062zjtt,Thor,39
/m/0g4c1t,Channel 5,2
/m/01hn_t,Thomas the Tank Engine & Friends,21
/m/0bs5k8r,Mao's Last Dancer,36
/m/046qq,Jon Voight,53
/m/0kqj1,Harvard Business School,29
/m/01y8cr,Karl Malden,27
/m/097zcz,A Streetcar Named Desire,45
/m/035qlx,Cyprus national football team,13
/m/02yxwd,Ray Winstone,65
/m/031ydm,Cynthia Watros,67
/m/02fn5,Dennis Hopper,44
/m/0k8y7,Natalie Wood,34
/m/03h2d4,Mark Strong,34
/m/05f4_n0,Kick-Ass,49
/m/018dyl,Klaus Voormann,60
/m/02cbvn,Aligarh Muslim University,15
/m/0gtxj2q,Step Up Revolution,55
/m/07jwr,Tuberculosis,25
/m/0zm1,Anton Chekhov,29
/m/02rg_4,Lafayette College,33
/m/01r93l,Jude Law,112
/m/09l3p,Natalie Portman,110
/m/07vyf,University of Arizona,77
/m/04yt7,Michael Palin,35
/m/0l0mk,Santa Cruz,19
/m/04511f,Brannon Braga,27
/m/02q_4ph,South Pacific,34
/m/0d5_f,August Strindberg,24
/m/06vbd,Syria,73
/m/08qvhv,Gene Reynolds,31
/m/08952r,Talladega Nights: The Ballad of Ricky Bobby,41
/m/0215hd,Boom Operator,153
/m/037mp6,Turkey national football team,15
/m/012rng,Norman Jewison,33
/m/0b78hw,Noam Chomsky,39
/m/01bpn,Bertrand Russell,27
/m/064vjs,Canoe Sprint,79
/m/01xqw,Cello,178
/m/06929s,Enron: The Smartest Guys in the Room-GB,28
/m/0243cq,The Nightmare Before Christmas,36
/m/07rd7,Tim Burton,83
/m/0sxkh,Kiss of the Spider Woman,46
/m/01j8yr,Waukesha,11
/m/05q8pss,Razzie Award for Worst Original Song,94
/m/018009,Eric Bana,61
/m/0884fm,Ben Cross,40
/m/022wxh,Todd Haynes,58
/m/0g26h,Business Administration,135
/m/0gk4g,Myocardial infarction,169
/m/07_grx,Roy Webb,10
/m/0flw6,Jeff Bridges,58
/m/0fby2t,Jonah Hill,60
/m/0fz3b1,Superbad,34
/m/016yr0,Edward James Olmos,38
/m/01z7_f,James Gandolfini,119
/m/05c5z8j,In the Loop,49
/m/0kvqv,Terrence Malick,39
/m/01hqk,Batman & Robin,61
/m/0cnl1c,Brian Baumgartner,72
/m/0cnl09,Leslie David Baker,71
/m/02xfrd,Chiranjeevi,12
/m/0c8tk,Chennai-GB,40
/m/0bpm4yw,The Dark Knight Rises,123
/m/01cj6y,Adrien Brody,57
/m/0bqxw,Emory University,41
/m/0jwl2,Disney's House of Mouse,24
/m/021l5s,Indiana State University,16
/m/02fjzt,University of Rhode Island,25
/m/01k3s2,University of Alberta,28
/m/02cx90,Alison Krauss,150
/m/03x83_,Government College University,20
/m/073w14,Elias Koteas,37
/m/0jmj,Alan Alda,94
/m/04smdd,Crimes and Misdemeanors,42
/m/035tlh,Alpha Sigma Phi,75
/m/01dvms,Patricia Neal,25
/m/0_vn7,Knoxville,23
/m/03lv4x,Breaker Morant,29
/m/09v71cj,The Beaver,67
/m/06mn7,Stanley Kubrick,69
/m/0lgw7,Photographer,24
/m/08tq4x,Ulysses' Gaze,44
/m/06wxw,St. Louis,75
/m/0mw7h,York County,15
/m/0mwsh,Dauphin County,13
/m/0g9lm2,The Queen,107
/m/0f502,John Travolta,135
/m/03wbqc4,The Taking of Pelham 123,40
/m/02j3w,Des Moines,24
/m/033x5p,University of the Pacific,34
/m/065zf3p,RB Leipzig,14
/m/0c_zj,"Downing College, Cambridge",16
/m/01vxxb,Billy Zane,44
/m/02kxwk,Kathy Bates,81
/m/0b_6x2,1993 NCAA Men's Division I Basketball Tournament,25
/m/02pqcfz,UCLA Bruins men's basketball,33
/m/015wfg,Roy Scheider,29
/m/05txrz,Seth Rogen,59
/m/02rmd_2,Zack and Miri Make a Porno,65
/m/03c3jzx,Mongol conquests,13
/m/02bwc7,Mark Burnett,18
/m/01rxyb,Kill Bill Volume 1,59
/m/062hgx,Pamela Adlon,19
/m/02pt6k_,Nancy Snyderman,62
/m/057lbk,Fantastic Four,50
/m/01vsps,John Houseman,23
/m/03z509,Amanda Plummer,24
/m/0qf11,Rod Stewart,46
/m/03tk6z,Grammy Award for Best Traditional Pop Vocal Album,58
/m/07b3r9,Tony Thomas,34
/m/01b9w3,Soap,23
/m/03xp8d5,James L. Brooks,105
/m/0fc9js,Primetime Emmy Award for Outstanding Variety Series,76
/m/0kvnn,Elliott Smith,37
/m/0fz2y7,31st Academy Awards,33
/m/03l3jy,John Cho,57
/m/0h6rm,University of Edinburgh,44
/m/08yx9q,Eric Dane,64
/m/06gb1w,X-Men: The Last Stand,61
/m/0b6mgp_,Gary Summers,45
/m/049qx,Kylie Minogue,66
/m/01mt1fy,Don Johnson,20
/m/06nr2h,The Life and Death of Peter Sellers,37
/m/0gyx4,Warren Beatty,149
/m/0h32q,Vanessa Redgrave,66
/m/055td_,The Crucible,35
/m/02mjf2,Matthew McConaughey,61
/m/02lg3y,Drea de Matteo,48
/m/06ryl,Saint Kitts and Nevis,26
/m/0j7v_,Commonwealth of Nations,60
/m/0cq7tx,The Sound of Music,51
/m/03thw4,Ernest Lehman,42
/m/02ltg3,Netherlands national football team,29
/m/039crh,Shannen Doherty,31
/m/04yqlk,Teri Polo,42
/m/03tps5,Meet the Fockers,41
/m/017j69,Northwestern University,99
/m/033jkj,Megan Mullally,36
/m/0l34j,Solano County,12
/m/0gjcy,Vallejo,13
/m/018z_c,Marlee Matlin,40
/m/06msq2,Ben Karlin,55
/m/099vwn,BFCA Critics' Choice Award for Best Song,75
/m/04mhl,Larry Niven,21
/m/02664f,Nebula Award for Best Short Story,37
/m/0d35y,Phoenix,49
/m/01pfkw,Simon Cowell,54
/m/0166v,Botswana,36
/m/06zn2v2,Don't Be Afraid of the Dark,64
/m/076psv,Walter M. Scott,69
/m/0blfl,1948 Winter Olympics,64
/m/0979zs,Wurlitzer electric piano,55
/m/0c1gj5,Salavat Yulaev Ufa,8
/m/07k8rt4,The Green Hornet,41
/m/02jxmr,James Newton Howard,85
/m/0g33q,Washboard,65
/m/043sct5,"The Good, the Bad, the Weird",47
/m/0pd4f,Patton,51
/m/02xwq9,Robert Guillaume,28
/m/01k70_,Jenna Bush Hager,62
/m/0674cw,Hrishikesh Mukherjee,12
/m/0bvqq,Westminster Abbey,14
/m/015c4g,Robert Duvall,85
/m/01gsrl,10th United States Congress,46
/m/033tln,Eric Stoltz,48
/m/04g4n,Leslie Caron,32
/m/01y64_,Lena Olin,32
/m/0125xq,The Fifth Element,76
/m/06mp7,Swedish Language,34
/m/0b6k___,Filmfare Award for Best Director,49
/m/09fn1w,Jodhaa Akbar,32
/m/0c53zb,26th Academy Awards,44
/m/0db94w,The Host,53
/m/03nqbvz,Sam O'Steen,20
/m/01k60v,Silkwood,58
/m/0d5wn3,Stuart Craig,42
/m/0d1w9,Prison,15
/m/04pxcx,Heather Mitts,11
/m/034r25,King Arthur,38
/m/0dr_9t7,Bernie,41
/m/016y_f,Cape Fear,43
/m/0h778,Wilkes-Barre,15
/m/0m_q0,Sayonara,34
/m/03cfkrw,The End of the Affair,48
/m/03fykz,David X. Cohen,27
/m/0yxm1,Moonstruck,42
/m/0fcsd,Asia,25
/m/01900g,Chris Tucker,54
/m/016ks_,James Woods,79
/m/05pdh86,New Moon,115
/m/086nl7,Bill Hader,72
/m/01_x6d,Matt Stone,64
/m/01wwvd2,L.A. Reid,32
/m/03hzl42,Noah Taylor,54
/m/043vc,Jacksonville Jaguars,60
/m/02y_2y,Forest Whitaker,53
/m/026g73,Bongo drum,97
/m/03nk3t,Stephen Frears,38
/m/0m_31,Doc Watson,35
/m/01vvyvk,Mary J. Blige,74
/m/01ws9n6,Stephen Garrett,42
/m/01vw20h,Jay-Z,145
/m/0gv5c,Ben Hecht,24
/m/028k57,Eugene Levy,69
/m/04gv3db,Night at the Museum: Battle of the Smithsonian,54
/m/0d05fv,Al Gore,43
/m/02x17c2,Satellite Award for Best Original Song,89
/m/03q95r,E. G. Marshall,54
/m/0mzkr,Island Records,63
/m/03xhj6,Sparks,29
/m/01_lhg,Italy national football team,21
/m/02md_2,Head coach,26
/m/01ync,Colorado Rockies,38
/m/02gdjb,Grammy Award for Best Pop Instrumental Performance,94
/m/01qxc7,Beetlejuice,43
/m/02k21g,Maya Rudolph,85
/m/04h07s,Will Forte,38
/m/0cdbq,Russian Empire,35
/m/01k6y1,Kingdom of Prussia,16
/m/057xkj_,Cincinnati Bearcats football,24
/m/04t38b,Irwin Winkler,39
/m/075wq,Saint Patrick,2
/m/03ckvj9,Michelle Patrick,65
/m/043tz0c,The Informant!,34
/m/068p2,Pittsburgh,56
